# sentence_label=Rest
# timestamp=1763200836.414361
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=80
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 252709 53 -46 | GDP=613.030
FLEX: 2507 2259 2448 2373 2464 | ACC: -1052 5836 15472 | GYRO: 995 -288 413 | GDP=1115.140
FLEX: 2517 2271 2431 2395 2432 | ACC: -1288 5912 15388 | GYRO: 880 -533 374 | GDP=1094.699
FLEX: 2530 2298 2433 2352 2450 | ACC: -736 5956 15148 | GYRO: 728 -253 234 | GDP=805.450
FLEX: 2528 2262 2438 2377 2453 | ACC: -472 5864 15084 | GYRO: 994 845 -279 | GDP=1334.130
FLEX: 2513 2266 2430 2386 2463 | ACC: -1176 6140 14876 | GYRO: 520 1520 -620 | GDP=1721.976
FLEX: 2514 2267 2444 2397 2446 | ACC: -2540 6136 15592 | GYRO: -281 1027 -164 | GDP=1077.305
FLEX: 2533 2268 2428 2407 2441 | ACC: -1720 5948 15788 | GYRO: -414 -1039 563 | GDP=1252.153
FLEX: 2517 2275 2428 2419 2432 | ACC: -1396 5544 16100 | GYRO: 620 643 325 | GDP=950.513
FLEX: 2515 2257 2436 2383 2449 | ACC: -1516 5572 15728 | GYRO: 1020 664 377 | GDP=1274.137
FLEX: 2512 2274 2411 2388 2432 | ACC: -1136 5840 15380 | GYRO: 1310 59 241 | GDP=1333.290
FLEX: 2519 2270 2446 2397 2438 | ACC: -548 5888 14860 | GYRO: 1222 743 -301 | GDP=1461.484
FLEX: 2513 2275 2415 2390 2437 | ACC: -1432 6116 14868 | GYRO: 734 788 -727 | GDP=1299.319
FLEX: 2525 2259 2423 2384 2435 | ACC: -2640 6044 15916 | GYRO: 12 2 -362 | GDP=362.204
FLEX: 2523 2272 2443 2387 2453 | ACC: -2088 5948 15980 | GYRO: 660 -186 203 | GDP=715.126
FLEX: 2530 2256 2423 2386 2418 | ACC: -1812 5776 15748 | GYRO: 1542 -397 543 | GDP=1682.326
FLEX: 2529 2251 2431 2383 2442 | ACC: -1052 6152 15084 | GYRO: 1621 -949 511 | GDP=1946.629
FLEX: 2525 2267 2407 2400 2471 | ACC: -592 6004 14992 | GYRO: 1201 -317 -139 | GDP=1249.884
FLEX: 2512 2258 2418 2398 2433 | ACC: -1120 6208 14744 | GYRO: 980 708 -734 | GDP=1414.362
FLEX: 2525 2278 2403 2401 2444 | ACC: -1908 6264 15136 | GYRO: -19 300 -610 | GDP=680.045
FLEX: 2528 2256 2437 2375 2445 | ACC: -1928 6108 15640 | GYRO: -34 -458 -286 | GDP=541.032
