# label=Three
# timestamp=1763135405.1698296
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
FLEX: 2435 0 2147 1893 2785 | ACC: -13252 9484 6840 | GYRO: 1280 8918 -86 | GDP=9009.801
FLEX: 2480 0 2147 1904 2508 | ACC: -12180 8868 4892 | GYRO: -245 2396 -264 | GDP=2422.919
FLEX: 2447 0 2128 1875 2819 | ACC: -13544 8656 6588 | GYRO: -567 3108 476 | GDP=3194.954
FLEX: 2461 0 2147 1885 2491 | ACC: -13148 8636 6336 | GYRO: 80 823 904 | GDP=1225.131
FLEX: 2450 0 2160 1904 2815 | ACC: -14440 9000 6080 | GYRO: 245 -104 1944 | GDP=1962.136
FLEX: 2446 0 2143 1898 2497 | ACC: -14276 8776 4712 | GYRO: -647 579 2804 | GDP=2935.348
FLEX: 2451 0 2134 1917 2798 | ACC: -12928 7772 3864 | GYRO: -1963 -684 3173 | GDP=3793.304
FLEX: 2483 0 2146 1901 2531 | ACC: -10960 7700 3476 | GYRO: -4863 -9102 2281 | GDP=10568.733
FLEX: 2465 0 2155 1907 2800 | ACC: -12496 8284 7452 | GYRO: -7245 -6737 1811 | GDP=10057.680
FLEX: 2443 0 2160 1889 2486 | ACC: -11648 7940 10100 | GYRO: -7914 -13133 1806 | GDP=15439.194
FLEX: 2510 0 2114 1894 2733 | ACC: -11336 7864 12504 | GYRO: -5567 -8931 1823 | GDP=10680.711
FLEX: 2459 0 2144 1887 2519 | ACC: -6128 8068 7676 | GYRO: -5173 -20586 2396 | GDP=21360.809
FLEX: 2464 0 2137 1911 2775 | ACC: -6268 7816 13396 | GYRO: -3617 -1320 2759 | GDP=4736.789
FLEX: 2454 0 2129 1929 2480 | ACC: -4736 7584 12160 | GYRO: -1180 1067 1638 | GDP=2283.404
FLEX: 2467 0 2114 1915 2806 | ACC: -7196 7688 14688 | GYRO: 2327 10928 1051 | GDP=11222.331
FLEX: 2483 0 2144 1918 2532 | ACC: -7840 7896 12624 | GYRO: 4593 11469 520 | GDP=12365.437
FLEX: 2480 0 2154 1904 2709 | ACC: -10180 9052 11636 | GYRO: 5018 8997 832 | GDP=10335.307
FLEX: 2462 0 2163 1902 2494 | ACC: -9392 8824 10988 | GYRO: 5437 1908 329 | GDP=5771.453
FLEX: 2464 0 2139 1919 2735 | ACC: -8844 9676 8456 | GYRO: 5960 6984 262 | GDP=9185.124
FLEX: 2477 0 2150 1968 2527 | ACC: -11324 9764 9392 | GYRO: 5558 5823 487 | GDP=8064.481
FLEX: 2486 0 2128 1893 2752 | ACC: -10044 9724 6528 | GYRO: 4972 8127 1163 | GDP=9597.993
FLEX: 2479 0 2137 1919 2535 | ACC: -11344 10252 6656 | GYRO: 4454 8278 1557 | GDP=9528.255
FLEX: 2491 0 2129 1925 2723 | ACC: -12004 10104 6240 | GYRO: 4336 9443 2010 | GDP=10583.537
FLEX: 2478 0 2159 1909 2512 | ACC: -11720 10864 4484 | GYRO: 4886 7188 2717 | GDP=9106.175
FLEX: 2491 0 2160 1921 2743 | ACC: -12572 11016 4500 | GYRO: 4945 6994 3429 | GDP=9226.436
FLEX: 2502 0 2154 1908 2543 | ACC: -11124 11608 3228 | GYRO: 4761 3985 3878 | GDP=7320.261
FLEX: 2471 0 2149 1919 2733 | ACC: -11380 11688 4728 | GYRO: 4999 845 2761 | GDP=5772.967
FLEX: 2471 0 2131 1910 2499 | ACC: -9548 11888 2952 | GYRO: 2592 -4029 1790 | GDP=5114.235
FLEX: 2475 0 2150 1914 2752 | ACC: -8644 12240 2944 | GYRO: 2982 -7321 181 | GDP=7907.093
FLEX: 2474 0 2160 1884 2446 | ACC: -9872 12400 2564 | GYRO: 1591 -1725 161 | GDP=2352.196
FLEX: 2493 0 2128 1913 2726 | ACC: -11432 13096 2512 | GYRO: 2084 -2029 482 | GDP=2948.257
FLEX: 2477 0 2139 1907 2497 | ACC: -10824 12880 2176 | GYRO: 1091 -1579 2139 | GDP=2873.820
FLEX: 2465 0 2133 1885 2702 | ACC: -10160 12672 3536 | GYRO: 1558 -547 2447 | GDP=2952.013
FLEX: 2478 0 2145 1924 2519 | ACC: -8788 12540 3548 | GYRO: 2853 -1683 1920 | GDP=3828.642
FLEX: 2462 0 2135 1899 2704 | ACC: -8520 12272 4240 | GYRO: 3902 -37 1472 | GDP=4170.582
FLEX: 2485 0 2151 1906 2512 | ACC: -8336 12312 3968 | GYRO: 4030 -2559 297 | GDP=4783.052
FLEX: 2477 0 2156 1904 2723 | ACC: -8768 12280 3128 | GYRO: 5235 -34 -710 | GDP=5283.037
FLEX: 2480 0 2127 1895 2505 | ACC: -10488 13212 1808 | GYRO: 4499 -522 -689 | GDP=4581.289
FLEX: 2480 0 2141 1890 2711 | ACC: -10224 13456 -376 | GYRO: 4225 -1648 15 | GDP=4535.058
FLEX: 2503 0 2145 1904 2523 | ACC: -9820 13628 -1584 | GYRO: 2442 -841 428 | GDP=2617.982
FLEX: 2478 0 2134 1910 2719 | ACC: -9452 13484 -2632 | GYRO: -16 513 -83 | GDP=519.917
FLEX: 2482 0 2150 1914 2547 | ACC: -10648 13204 40 | GYRO: -3007 -5697 -162 | GDP=6443.919
FLEX: 2487 0 2138 1902 2702 | ACC: -7272 12636 -1536 | GYRO: -4807 -4351 46 | GDP=6483.870
FLEX: 2479 0 2146 1917 2525 | ACC: -9840 12436 1900 | GYRO: -6022 1590 -578 | GDP=6255.131
FLEX: 2461 0 2138 1920 2675 | ACC: -9740 12700 2536 | GYRO: -7218 1795 -672 | GDP=7468.141
FLEX: 2469 0 2156 1894 2546 | ACC: -8964 12328 2928 | GYRO: -6677 1437 -84 | GDP=6830.399
FLEX: 2447 0 2117 1906 2671 | ACC: -10956 12248 4048 | GYRO: -7262 7316 69 | GDP=10308.504
FLEX: 2495 0 2143 1904 2523 | ACC: -9208 11712 2824 | GYRO: -7625 5628 18 | GDP=9477.095
FLEX: 2503 0 2150 1904 2655 | ACC: -11516 10616 10572 | GYRO: -7529 101 132 | GDP=7530.834
FLEX: 2510 0 2144 1895 2559 | ACC: -9272 10536 8476 | GYRO: -3504 4503 483 | GDP=5726.108
FLEX: 2477 0 2128 1907 2677 | ACC: -10460 10248 9312 | GYRO: -1417 604 -76 | GDP=1542.232
FLEX: 2479 0 2149 1927 2548 | ACC: -11128 10708 8448 | GYRO: 789 490 -668 | GDP=1144.048
FLEX: 2465 0 2135 1904 2662 | ACC: -12408 11100 8884 | GYRO: 989 -8255 -426 | GDP=8324.939
FLEX: 2484 0 2146 1920 2559 | ACC: -9820 10848 7796 | GYRO: 889 -10432 -519 | GDP=10482.667
FLEX: 2471 0 2145 1894 2659 | ACC: -11812 10932 10756 | GYRO: 2254 -19796 -2254 | GDP=20051.000
FLEX: 2507 0 2144 1904 2526 | ACC: -9320 11328 7092 | GYRO: 1799 -32768 -4104 | GDP=33072.965
FLEX: 2496 0 2121 1918 2655 | ACC: -6384 11224 7468 | GYRO: -1068 -32768 -3529 | GDP=32974.781
FLEX: 2507 0 2149 1936 2592 | ACC: -3036 10636 9020 | GYRO: -4541 -32768 -2845 | GDP=33203.262
FLEX: 2496 0 2135 1909 2672 | ACC: 3040 9668 8520 | GYRO: -4344 -16121 -2131 | GDP=16831.463
FLEX: 2512 0 2123 1935 2559 | ACC: -2784 9496 16844 | GYRO: -2573 -3908 -1889 | GDP=5045.900
FLEX: 2495 0 2119 1905 2645 | ACC: 536 10132 13104 | GYRO: -984 -4301 -862 | GDP=4495.542
FLEX: 2478 0 2173 1919 2603 | ACC: -444 10416 14824 | GYRO: 1646 -991 -491 | GDP=1983.048
FLEX: 2497 0 2151 1886 2583 | ACC: 476 10144 13436 | GYRO: 1868 -1517 -675 | GDP=2499.268
FLEX: 2491 0 2147 1921 2559 | ACC: 896 9712 13356 | GYRO: 1966 -1992 -736 | GDP=2893.945
FLEX: 2479 0 2126 1921 2621 | ACC: 852 9368 13524 | GYRO: 3133 553 -1349 | GDP=3455.618
FLEX: 2495 0 2150 1926 2585 | ACC: 1188 9572 12640 | GYRO: 2822 -2000 -2082 | GDP=4037.129
FLEX: 2503 0 2128 1883 2559 | ACC: -180 10364 13600 | GYRO: 2501 182 -2679 | GDP=3669.491
FLEX: 2505 0 2138 1905 2559 | ACC: 28 10664 12160 | GYRO: 1546 -3612 -1663 | GDP=4266.407
FLEX: 2491 0 2126 1907 2607 | ACC: -332 11124 12788 | GYRO: 1817 -400 -749 | GDP=2005.615
FLEX: 2496 0 2150 1933 2559 | ACC: -96 10924 12388 | GYRO: 574 -1202 136 | GDP=1338.946
FLEX: 2493 0 2140 1902 2617 | ACC: 300 10816 11804 | GYRO: 535 -1725 -43 | GDP=1806.571
FLEX: 2475 0 2119 1907 2595 | ACC: 864 10032 12136 | GYRO: 747 -1007 -17 | GDP=1253.933
FLEX: 2498 0 2149 1935 2589 | ACC: -464 10364 13668 | GYRO: 817 -249 26 | GDP=854.497
FLEX: 2512 0 2150 1946 2608 | ACC: 1132 10484 12320 | GYRO: -477 1261 -25 | GDP=1348.434
FLEX: 2479 0 2143 1909 2591 | ACC: 200 10900 13612 | GYRO: 757 -774 209 | GDP=1102.636
FLEX: 2496 0 2161 1902 2559 | ACC: 1864 11004 12448 | GYRO: 805 539 651 | GDP=1167.196
FLEX: 2506 0 2134 1917 2612 | ACC: 1392 11236 12304 | GYRO: 1810 1708 -596 | GDP=2559.019
FLEX: 2465 0 2164 1919 2594 | ACC: -1112 10964 13024 | GYRO: 1563 4986 -1200 | GDP=5361.265
FLEX: 2496 0 2146 1904 2559 | ACC: -1472 10268 12888 | GYRO: 705 536 128 | GDP=894.821
FLEX: 2474 0 2148 1924 2583 | ACC: -852 10280 12060 | GYRO: 981 -243 834 | GDP=1310.330
FLEX: 2510 0 2119 1909 2559 | ACC: 268 10616 12152 | GYRO: 148 -3338 963 | GDP=3477.286
FLEX: 2511 0 2119 1922 2559 | ACC: 664 10548 13192 | GYRO: 75 -751 457 | GDP=882.312
FLEX: 2494 0 2151 1909 2543 | ACC: 972 10784 13160 | GYRO: 607 -2074 515 | GDP=2221.520
FLEX: 2496 0 2144 1914 2634 | ACC: 1224 10920 12552 | GYRO: 540 489 304 | GDP=789.390
FLEX: 2505 0 2144 1903 2530 | ACC: 480 11068 12244 | GYRO: 769 -201 -317 | GDP=855.717
FLEX: 2514 0 2141 1931 2593 | ACC: -268 10420 12688 | GYRO: 688 1191 -199 | GDP=1389.758
FLEX: 2496 0 2143 1929 2545 | ACC: 80 10208 12560 | GYRO: 1055 -64 420 | GDP=1137.331
FLEX: 2492 0 2155 1936 2607 | ACC: 1040 10460 12056 | GYRO: 606 482 196 | GDP=798.734
FLEX: 2522 0 2147 1904 2554 | ACC: 912 10784 12948 | GYRO: 219 319 -100 | GDP=399.652
FLEX: 2503 0 2167 1927 2631 | ACC: 832 10852 12972 | GYRO: 794 -359 -120 | GDP=879.612
FLEX: 2511 0 2166 1893 2499 | ACC: 628 11112 13032 | GYRO: 1106 284 42 | GDP=1142.653
FLEX: 2509 0 2139 1905 2647 | ACC: -88 11328 12688 | GYRO: 1190 109 -240 | GDP=1218.844
FLEX: 2497 0 2130 1935 2550 | ACC: -776 10764 12732 | GYRO: 1108 549 5 | GDP=1236.564
FLEX: 2512 0 2129 1905 2627 | ACC: 64 9852 12588 | GYRO: 1417 58 636 | GDP=1554.268
FLEX: 2501 0 2146 1917 2546 | ACC: 752 10156 11528 | GYRO: 1165 531 484 | GDP=1368.737
FLEX: 2505 0 2128 1923 2623 | ACC: 732 10548 12096 | GYRO: -56 37 -134 | GDP=149.870
FLEX: 2476 0 2160 1917 2535 | ACC: 824 10940 12772 | GYRO: -305 432 -258 | GDP=588.399
FLEX: 2512 0 2129 1936 2642 | ACC: 952 11284 13456 | GYRO: 289 -405 -160 | GDP=522.634
FLEX: 2505 0 2133 1925 2513 | ACC: 276 11352 13316 | GYRO: 1258 -499 -269 | GDP=1379.828
FLEX: 2486 0 2144 1953 2650 | ACC: 0 11164 12732 | GYRO: 1189 -128 -292 | GDP=1231.003
FLEX: 2507 0 2139 1936 2509 | ACC: -308 10656 12432 | GYRO: 1309 316 -47 | GDP=1347.422
FLEX: 2483 0 2139 1932 2690 | ACC: 216 10276 11700 | GYRO: 1090 -39 396 | GDP=1160.361
FLEX: 2489 0 2125 1903 2503 | ACC: 496 10576 11392 | GYRO: 67 130 111 | GDP=183.603
FLEX: 2527 0 2158 1927 2682 | ACC: 664 10864 12492 | GYRO: -322 -246 -385 | GDP=558.950
FLEX: 2507 0 2129 1915 2484 | ACC: 632 10864 13604 | GYRO: -553 -1316 -44 | GDP=1428.146
FLEX: 2486 0 2127 1931 2683 | ACC: 1064 11128 13840 | GYRO: 594 -388 -190 | GDP=734.493
FLEX: 2480 0 2128 1917 2482 | ACC: 312 11208 13636 | GYRO: 747 -1775 -344 | GDP=1956.264
FLEX: 2511 0 2159 1943 2688 | ACC: 272 10660 13572 | GYRO: -76 -1921 -436 | GDP=1971.323
FLEX: 2512 0 2145 1882 2464 | ACC: 352 10044 13860 | GYRO: 344 -2240 -650 | GDP=2357.634
FLEX: 2512 0 2163 1936 2783 | ACC: 1176 9728 12432 | GYRO: 933 -2639 -666 | GDP=2877.215
FLEX: 2480 0 2134 1889 2489 | ACC: 948 10364 11848 | GYRO: 123 -2194 -1726 | GDP=2794.251
FLEX: 2501 0 2154 1939 2703 | ACC: 1348 10352 12404 | GYRO: 63 -3619 -1372 | GDP=3870.854
FLEX: 2490 0 2127 1911 2448 | ACC: 2432 10732 10536 | GYRO: 994 -28 -2118 | GDP=2339.817
FLEX: 2494 0 2147 1936 2729 | ACC: 568 11848 10796 | GYRO: 85 -229 -1953 | GDP=1968.216
FLEX: 2492 0 2139 1909 2457 | ACC: -360 12020 11472 | GYRO: 587 73 -1271 | GDP=1401.906
FLEX: 2499 0 2151 1919 2766 | ACC: -1032 11412 12360 | GYRO: -253 -50 1295 | GDP=1320.429
FLEX: 2477 0 2125 1925 2451 | ACC: -60 10816 11508 | GYRO: -1234 -382 3032 | GDP=3295.710
FLEX: 2510 0 2128 1926 2729 | ACC: 444 10732 12092 | GYRO: -2114 -119 4321 | GDP=4811.881
FLEX: 2483 0 2130 1911 2418 | ACC: 3360 9888 12416 | GYRO: -725 5172 4472 | GDP=6875.608
FLEX: 2496 0 2137 1920 2657 | ACC: 2980 9884 12344 | GYRO: 925 17917 2971 | GDP=18185.195
FLEX: 2480 0 2134 1885 2448 | ACC: -2732 10028 17276 | GYRO: 1964 12344 1936 | GDP=12648.310
FLEX: 2512 0 2156 1911 2751 | ACC: 2076 9884 9344 | GYRO: 1149 13731 821 | GDP=13803.428
FLEX: 2480 0 2158 1921 2433 | ACC: -5388 9352 16476 | GYRO: 335 12396 598 | GDP=12414.937
FLEX: 2491 0 2151 1936 2777 | ACC: -1176 9316 10444 | GYRO: 179 13806 455 | GDP=13814.655
FLEX: 2469 0 2143 1918 2431 | ACC: -7444 9428 16604 | GYRO: 736 5410 -10 | GDP=5459.844
FLEX: 2491 0 2128 1936 2803 | ACC: -2284 9852 9708 | GYRO: 422 3967 -381 | GDP=4007.535
FLEX: 2487 0 2133 1890 2411 | ACC: -10416 9688 18160 | GYRO: 635 -753 -274 | GDP=1022.404
FLEX: 2486 0 2161 1921 2790 | ACC: -3384 11324 9956 | GYRO: -1106 -29896 1619 | GDP=29960.227
FLEX: 2466 0 2139 1925 2400 | ACC: -2864 11608 11244 | GYRO: -5021 -32768 3743 | GDP=33361.090
FLEX: 2481 0 2117 1936 2775 | ACC: 5964 8572 10884 | GYRO: -5172 -16209 5932 | GDP=18018.598
FLEX: 2464 0 2127 1863 2385 | ACC: 3900 7948 16340 | GYRO: -4060 -14265 7673 | GDP=16698.766
FLEX: 2503 0 2128 1958 2768 | ACC: 9096 6916 12332 | GYRO: -5852 -12970 6901 | GDP=15814.253
FLEX: 2480 0 2145 1904 2384 | ACC: 8600 6064 13748 | GYRO: -4466 -16196 4111 | GDP=17296.123
FLEX: 2487 0 2192 1948 2790 | ACC: 10176 6004 13040 | GYRO: -2763 -9787 587 | GDP=10186.467
FLEX: 2485 0 2134 1903 2386 | ACC: 8376 5700 12980 | GYRO: -419 -8791 -1047 | GDP=8863.038
FLEX: 2496 0 2128 1920 2816 | ACC: 9280 5304 11948 | GYRO: -140 -6223 -1608 | GDP=6428.918
FLEX: 2474 0 2119 1901 2422 | ACC: 9264 6176 10572 | GYRO: 319 -4267 -1698 | GDP=4603.504
FLEX: 2490 0 2143 1931 2823 | ACC: 9936 6580 10224 | GYRO: 110 -1365 -1621 | GDP=2122.019
FLEX: 2480 0 2138 1888 2352 | ACC: 8932 6860 11500 | GYRO: 87 -786 -2512 | GDP=2633.535
FLEX: 2497 0 2143 1934 2805 | ACC: 9952 6992 10832 | GYRO: 635 2756 -2955 | GDP=4090.328
FLEX: 2490 0 2134 1915 2371 | ACC: 9632 6888 11092 | GYRO: 1533 4467 -3278 | GDP=5748.866
FLEX: 2487 0 2121 1943 2773 | ACC: 8844 7528 11236 | GYRO: 840 5081 -4137 | GDP=6605.825
FLEX: 2469 0 2121 1899 2336 | ACC: 10384 6680 10820 | GYRO: 1236 9057 -5870 | GDP=10863.418
FLEX: 2452 0 2128 1934 2846 | ACC: 8832 6924 10168 | GYRO: 3500 22693 -8323 | GDP=24423.238
FLEX: 2469 0 2139 1904 2320 | ACC: 4048 8232 10876 | GYRO: 6741 32767 -8336 | GDP=34476.168
FLEX: 2497 0 2142 1943 2854 | ACC: -5328 9696 12156 | GYRO: 8757 32767 -7477 | GDP=34731.352
FLEX: 2462 0 2128 1905 2352 | ACC: -7028 12196 9804 | GYRO: 7067 32767 -2691 | GDP=33628.266
FLEX: 2477 0 2127 1941 2878 | ACC: -10948 12608 11360 | GYRO: 4099 21612 263 | GDP=21998.852
FLEX: 2478 0 2157 1923 2334 | ACC: -8300 12372 8096 | GYRO: 1774 3705 2403 | GDP=4759.045
FLEX: 2465 0 2162 1934 2864 | ACC: -9004 10676 9748 | GYRO: -241 8883 2589 | GDP=9255.738
FLEX: 2507 0 2130 1905 2355 | ACC: -9784 10692 10100 | GYRO: -644 -1345 2246 | GDP=2695.974
FLEX: 2493 0 2159 1933 2886 | ACC: -7524 10340 9184 | GYRO: 255 651 1164 | GDP=1357.837
FLEX: 2463 0 2132 1903 2327 | ACC: -8256 10484 9876 | GYRO: 956 -192 498 | GDP=1094.899
FLEX: 2479 0 2155 1941 2886 | ACC: -7356 10540 8812 | GYRO: 933 1113 328 | GDP=1488.906
FLEX: 2468 0 2139 1920 2330 | ACC: -8076 10892 9220 | GYRO: 1030 -364 70 | GDP=1094.667
FLEX: 2481 0 2153 1926 2908 | ACC: -7820 10980 8864 | GYRO: 472 -1065 -60 | GDP=1166.451
FLEX: 2483 0 2112 1902 2337 | ACC: -7780 10876 9252 | GYRO: 323 -882 -261 | GDP=974.871
FLEX: 2481 0 2164 1974 2878 | ACC: -7808 10872 9388 | GYRO: 372 -809 -389 | GDP=971.692
FLEX: 2459 0 2151 1898 2301 | ACC: -8196 10896 9504 | GYRO: 263 -516 -277 | GDP=641.992
FLEX: 2482 0 2173 1927 2899 | ACC: -7840 10876 9468 | GYRO: 443 -567 121 | GDP=729.643
FLEX: 2471 0 2128 1920 2316 | ACC: -7864 10916 9532 | GYRO: 527 -502 161 | GDP=745.422
FLEX: 2498 0 2145 1943 2928 | ACC: -7828 10752 9748 | GYRO: 642 -555 37 | GDP=849.446
FLEX: 2469 0 2151 1913 2336 | ACC: -7784 11012 9292 | GYRO: 399 -420 -35 | GDP=580.367
FLEX: 2511 0 2157 1937 2927 | ACC: -7516 10748 9716 | GYRO: 601 -1162 -201 | GDP=1323.573
