# sentence_label=How are you?
# timestamp=1763200393.3011534
# duration_sec=4.0
# sample_rate_hz=20
# total_samples=80
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
#
FLEX: 2599 0 2559 2496 2543 | ACC: -8176 3632 9468 | GYRO: -16215 -5002 -32768 | GDP=36901.059
FLEX: 2721 0 2559 2533 2529 | ACC: -15084 9232 3388 | GYRO: -30038 16952 -32768 | GDP=47575.137
FLEX: 2755 0 2555 2464 2545 | ACC: -24192 -1144 12636 | GYRO: -294 -6165 -11904 | GDP=13408.910
FLEX: 2797 0 2544 2496 2544 | ACC: -15680 3500 992 | GYRO: 80 3024 1872 | GDP=3557.437
FLEX: 2775 0 2525 2511 2512 | ACC: -17912 4028 8936 | GYRO: 2183 -911 915 | GDP=2536.264
FLEX: 2779 0 2521 2450 2587 | ACC: -12028 6720 4124 | GYRO: 2098 -3792 2282 | GDP=4897.794
FLEX: 2785 0 2533 2469 2487 | ACC: -14832 5288 8440 | GYRO: -137 -30 124 | GDP=187.203
FLEX: 2768 0 2544 2506 2543 | ACC: -12864 5376 5444 | GYRO: 2270 -1996 580 | GDP=3077.875
FLEX: 2766 0 2529 2465 2544 | ACC: -14740 5280 7236 | GYRO: -279 1579 -411 | GDP=1655.295
FLEX: 2773 0 2559 2498 2532 | ACC: -14316 5812 6948 | GYRO: 2421 -1236 857 | GDP=2850.156
FLEX: 2754 0 2531 2469 2522 | ACC: -14108 5520 6944 | GYRO: -589 741 255 | GDP=980.320
FLEX: 2768 0 2525 2503 2558 | ACC: -13556 5300 6872 | GYRO: 1640 -559 577 | GDP=1826.201
FLEX: 2756 0 2517 2479 2558 | ACC: -13604 6088 6136 | GYRO: 785 183 -13 | GDP=806.153
FLEX: 2759 0 2559 2551 2544 | ACC: -13836 5968 6976 | GYRO: 767 -251 32 | GDP=807.660
FLEX: 2752 0 2531 2483 2499 | ACC: -13772 5412 7100 | GYRO: 468 -566 216 | GDP=765.530
FLEX: 2761 0 2486 2510 2539 | ACC: -13652 5096 7420 | GYRO: 1422 60 343 | GDP=1464.013
FLEX: 2748 0 2540 2487 2544 | ACC: -13024 5828 5724 | GYRO: 1273 140 -137 | GDP=1287.982
FLEX: 2741 0 2555 2496 2544 | ACC: -14356 6092 6828 | GYRO: 319 565 17 | GDP=649.057
FLEX: 2747 0 2533 2480 2559 | ACC: -13488 5472 6692 | GYRO: 479 -534 -47 | GDP=718.892
FLEX: 2746 0 2544 2496 2544 | ACC: -13540 5456 7088 | GYRO: 892 -82 394 | GDP=978.583
FLEX: 2736 0 2517 2464 2554 | ACC: -13696 5716 6736 | GYRO: 1475 -262 -50 | GDP=1498.923
FLEX: 2751 0 2544 2436 2559 | ACC: -13680 6384 5748 | GYRO: 723 239 -41 | GDP=762.582
FLEX: 2738 0 2539 2451 2540 | ACC: -14140 5596 7068 | GYRO: -92 -312 -33 | GDP=326.951
FLEX: 2742 0 2527 2469 2531 | ACC: -13488 5664 6836 | GYRO: 876 -485 434 | GDP=1091.310
FLEX: 2727 0 2546 2482 2542 | ACC: -13328 5164 6896 | GYRO: 703 143 37 | GDP=718.350
FLEX: 2759 0 2527 2494 2529 | ACC: -13560 6124 6224 | GYRO: 983 -68 70 | GDP=987.832
FLEX: 2659 0 2521 2498 2551 | ACC: -13628 5664 6808 | GYRO: 37 9 -357 | GDP=359.025
FLEX: 2731 0 2525 2480 2525 | ACC: -13664 5664 7124 | GYRO: 612 -511 313 | GDP=856.524
FLEX: 2725 0 2526 2478 2555 | ACC: -13424 4872 7108 | GYRO: 1003 -131 250 | GDP=1041.955
FLEX: 2738 0 2506 2483 2554 | ACC: -13404 6028 6108 | GYRO: 1119 485 -21 | GDP=1219.765
FLEX: 2722 0 2513 2468 2542 | ACC: -13808 6044 6620 | GYRO: 230 32 -185 | GDP=296.899
FLEX: 2736 0 2535 2467 2514 | ACC: -13624 5996 7068 | GYRO: 379 -465 8 | GDP=599.942
FLEX: 2736 0 2539 2494 2515 | ACC: -13232 5308 7136 | GYRO: 475 63 282 | GDP=555.984
FLEX: 2742 0 2540 2477 2544 | ACC: -13252 5860 6316 | GYRO: 1246 105 -187 | GDP=1264.322
FLEX: 2733 0 2534 2512 2528 | ACC: -13648 5784 6680 | GYRO: 470 587 -395 | GDP=849.408
FLEX: 2715 0 2533 2512 2559 | ACC: -13828 6184 6676 | GYRO: 504 -416 -130 | GDP=666.312
FLEX: 2739 0 2515 2470 2559 | ACC: -13468 5172 7344 | GYRO: 503 -113 244 | GDP=570.363
FLEX: 2736 0 2480 2458 2480 | ACC: -12736 5400 6204 | GYRO: 1216 238 -166 | GDP=1250.142
FLEX: 2713 0 2559 2482 2537 | ACC: -13812 5860 6444 | GYRO: 596 490 -174 | GDP=790.944
FLEX: 2735 0 2515 2477 2551 | ACC: -13516 5936 6688 | GYRO: 305 -181 -147 | GDP=383.921
FLEX: 2736 0 2517 2522 2555 | ACC: -14132 5400 7524 | GYRO: 301 -384 317 | GDP=581.847
FLEX: 2757 0 2559 2494 2598 | ACC: -13416 5096 6884 | GYRO: 1265 95 124 | GDP=1274.608
FLEX: 2704 0 2547 2471 2501 | ACC: -13732 5764 6352 | GYRO: 724 500 -184 | GDP=898.906
FLEX: 2736 0 2557 2479 2502 | ACC: -13796 6232 6520 | GYRO: 672 -253 -194 | GDP=743.794
FLEX: 2711 0 2494 2433 2497 | ACC: -13824 5680 7268 | GYRO: 197 -401 -4 | GDP=446.795
FLEX: 2721 0 2494 2503 2542 | ACC: -13288 5196 6960 | GYRO: 1019 -270 266 | GDP=1087.206
FLEX: 2752 0 2485 2433 2538 | ACC: -13144 5920 6128 | GYRO: 1280 91 -173 | GDP=1294.840
FLEX: 2718 0 2523 2490 2541 | ACC: -13752 5908 6276 | GYRO: 450 591 -530 | GDP=912.514
FLEX: 2735 0 2597 2480 2538 | ACC: -13704 5812 6612 | GYRO: 62 -90 -468 | GDP=480.591
FLEX: 2758 0 2485 2449 2531 | ACC: -13640 5072 7348 | GYRO: 680 -478 -147 | GDP=844.093
FLEX: 2704 0 2523 2517 2559 | ACC: -13572 5492 6200 | GYRO: 1058 454 -213 | GDP=1170.833
FLEX: 2705 0 2496 2432 2531 | ACC: -14152 5896 6424 | GYRO: 714 349 -600 | GDP=995.790
