# label=One
# timestamp=1763139594.5267208
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
FLEX: 2769 0 2606 2513 2519 | ACC: -148 9964 13144 | GYRO: 621 -3563 -796 | GDP=3703.272
FLEX: 2789 0 2647 2559 2557 | ACC: 1644 10548 10580 | GYRO: -560 -2904 -1280 | GDP=3222.610
FLEX: 2770 0 2559 2490 2516 | ACC: -540 10452 13772 | GYRO: -802 -4809 -1308 | GDP=5047.826
FLEX: 2782 0 2605 2559 2559 | ACC: 1764 9812 13000 | GYRO: 144 -5844 -1212 | GDP=5970.093
FLEX: 2770 0 2597 2497 2544 | ACC: 752 10568 13336 | GYRO: 173 -5861 -2197 | GDP=6261.634
FLEX: 2791 0 2649 2530 2545 | ACC: 2464 9828 12428 | GYRO: 1255 -4102 -1492 | GDP=4541.750
FLEX: 2768 0 2559 2495 2554 | ACC: 780 10916 13348 | GYRO: 1707 -1352 -1918 | GDP=2901.806
FLEX: 2794 0 2627 2557 2584 | ACC: 1076 10868 12856 | GYRO: 2273 -3094 -1893 | GDP=4280.516
FLEX: 2764 0 2559 2491 2559 | ACC: 2276 10212 11860 | GYRO: 668 -1529 -1733 | GDP=2405.692
FLEX: 2790 0 2620 2535 2559 | ACC: 120 11184 14808 | GYRO: 420 550 -1196 | GDP=1381.780
FLEX: 2775 0 2535 2496 2559 | ACC: 2480 10572 12240 | GYRO: 1488 -3729 565 | GDP=4054.480
FLEX: 2791 0 2603 2608 2588 | ACC: 3208 11008 11984 | GYRO: 173 291 -1306 | GDP=1349.165
FLEX: 2762 0 2588 2496 2546 | ACC: 2344 10952 12960 | GYRO: 488 151 -902 | GDP=1036.605
FLEX: 2773 0 2662 2525 2559 | ACC: 1752 10980 11940 | GYRO: -502 2071 -687 | GDP=2238.976
FLEX: 2775 0 2556 2503 2558 | ACC: 780 10780 13020 | GYRO: -221 157 312 | GDP=413.321
FLEX: 2784 0 2612 2539 2554 | ACC: 2300 10492 12412 | GYRO: 744 -364 1838 | GDP=2016.005
FLEX: 2752 0 2559 2515 2522 | ACC: 2316 10612 12012 | GYRO: -90 958 79 | GDP=965.456
FLEX: 2793 0 2589 2519 2550 | ACC: 872 10676 13064 | GYRO: -224 3009 792 | GDP=3119.539
FLEX: 2783 0 2557 2483 2538 | ACC: 1316 10516 13344 | GYRO: 759 1785 2305 | GDP=3012.529
FLEX: 2791 0 2602 2552 2559 | ACC: 1388 10780 13240 | GYRO: 814 2738 1659 | GDP=3303.259
FLEX: 2765 0 2517 2474 2518 | ACC: 1404 10296 13864 | GYRO: 1924 2861 1646 | GDP=3820.525
FLEX: 2778 0 2608 2605 2559 | ACC: 1692 10312 14004 | GYRO: 3437 3638 1424 | GDP=5203.440
FLEX: 2768 0 2539 2485 2527 | ACC: 3308 10280 12716 | GYRO: 4261 7466 -1311 | GDP=8695.746
FLEX: 2768 0 2608 2513 2559 | ACC: 3084 10504 12624 | GYRO: 3988 18191 -6588 | GDP=19753.945
FLEX: 2751 0 2544 2480 2559 | ACC: -344 11032 10836 | GYRO: 6936 28824 -6552 | GDP=30362.145
FLEX: 2790 0 2559 2559 2608 | ACC: -6572 10492 13456 | GYRO: 10198 15394 -4684 | GDP=19050.311
FLEX: 2770 0 2522 2512 2559 | ACC: -1940 12180 3260 | GYRO: 8570 15916 -7954 | GDP=19749.180
FLEX: 2800 0 2617 2559 2609 | ACC: -7728 11220 6152 | GYRO: 5905 20471 -11459 | GDP=24191.725
FLEX: 2768 0 2546 2512 2559 | ACC: -7476 10964 2108 | GYRO: 4664 16088 -11700 | GDP=20432.000
FLEX: 2789 0 2610 2559 2625 | ACC: -15260 10580 6200 | GYRO: 3587 10894 -9679 | GDP=15007.626
FLEX: 2771 0 2547 2499 2559 | ACC: -15000 10980 3104 | GYRO: 2293 -1848 -1244 | GDP=3196.950
FLEX: 2807 0 2623 2603 2619 | ACC: -12584 9500 1928 | GYRO: 1609 -4539 755 | GDP=4874.569
FLEX: 2782 0 2535 2544 2609 | ACC: -12688 10880 2796 | GYRO: 188 1696 844 | GDP=1903.706
FLEX: 2807 0 2633 2618 2654 | ACC: -12580 11460 4364 | GYRO: -1136 2787 2281 | GDP=3776.351
FLEX: 2773 0 2537 2558 2593 | ACC: -13780 12568 4016 | GYRO: -556 4395 1257 | GDP=4604.911
FLEX: 2796 0 2617 2608 2630 | ACC: -16668 12768 4968 | GYRO: -1229 5442 3812 | GDP=6757.007
FLEX: 2768 0 2509 2556 2603 | ACC: -14720 13128 3856 | GYRO: -1283 5348 7413 | GDP=9230.372
FLEX: 2798 0 2622 2559 2559 | ACC: -12728 14600 2304 | GYRO: -757 10770 8567 | GDP=13782.577
FLEX: 2754 0 2544 2559 2589 | ACC: -11988 14916 2192 | GYRO: -2208 17057 10941 | GDP=20384.355
FLEX: 2787 0 2627 2619 2622 | ACC: -10496 13712 920 | GYRO: -4484 22399 12538 | GDP=26058.068
FLEX: 2752 0 2539 2542 2559 | ACC: -7396 11708 -1412 | GYRO: -4597 27272 13195 | GDP=30643.146
FLEX: 2788 0 2595 2624 2559 | ACC: -8212 10864 2456 | GYRO: -813 29342 12949 | GDP=32082.559
FLEX: 2730 0 2513 2595 2559 | ACC: -3116 9652 1348 | GYRO: 1493 20741 12203 | GDP=24110.814
FLEX: 2736 0 2647 2603 2611 | ACC: 332 10032 2932 | GYRO: 2094 15548 9336 | GDP=18256.123
FLEX: 2768 0 2559 2549 2586 | ACC: 3320 10032 980 | GYRO: 5464 8823 2005 | GDP=10569.799
FLEX: 2815 0 2559 2631 2609 | ACC: 368 11136 -452 | GYRO: 5844 7215 -3062 | GDP=9776.728
FLEX: 2771 0 2523 2494 2553 | ACC: 752 6800 -11548 | GYRO: 6291 -5864 -13077 | GDP=15651.553
FLEX: 2798 0 2555 2588 2619 | ACC: -9640 15384 -8248 | GYRO: 3021 1886 -6090 | GDP=7054.895
FLEX: 2716 0 2559 2496 2559 | ACC: -9292 14780 -7932 | GYRO: 771 -2122 -1624 | GDP=2781.133
FLEX: 2777 0 2645 2559 2649 | ACC: -7384 15000 -7976 | GYRO: -212 -1736 1498 | GDP=2302.747
FLEX: 2768 0 2516 2477 2559 | ACC: -1680 13792 -8580 | GYRO: -1229 -854 2637 | GDP=3032.083
FLEX: 2738 0 2624 2589 2595 | ACC: 332 14412 -7072 | GYRO: -4111 -951 -148 | GDP=4222.159
FLEX: 2727 0 2517 2493 2608 | ACC: 1196 14236 -6456 | GYRO: -4994 1071 -4125 | GDP=6565.265
FLEX: 2801 0 2601 2581 2624 | ACC: -404 13500 -4788 | GYRO: -5630 1150 -6669 | GDP=8803.122
FLEX: 2754 0 2465 2551 2617 | ACC: -3536 13628 -2344 | GYRO: -5862 479 -9439 | GDP=11121.475
FLEX: 2713 0 2610 2528 2645 | ACC: -6044 12416 -1720 | GYRO: -4719 2420 -11671 | GDP=12819.423
FLEX: 2756 0 2512 2559 2593 | ACC: -13328 13532 -804 | GYRO: -2366 1288 -10654 | GDP=10989.296
FLEX: 2770 0 2581 2527 2583 | ACC: -16512 14284 340 | GYRO: -1444 1566 -5394 | GDP=5799.373
FLEX: 2789 0 2531 2546 2602 | ACC: -14416 13940 -204 | GYRO: -806 660 -1288 | GDP=1656.557
FLEX: 2770 0 2615 2559 2593 | ACC: -13240 13068 1172 | GYRO: 1031 -728 1704 | GDP=2120.510
FLEX: 2775 0 2538 2529 2594 | ACC: -13064 13500 2368 | GYRO: 3959 -504 3792 | GDP=5505.176
FLEX: 2743 0 2613 2543 2593 | ACC: -10696 13248 3352 | GYRO: 6151 -1634 6089 | GDP=8807.989
FLEX: 2745 0 2591 2514 2586 | ACC: -7000 12164 1832 | GYRO: 11069 -1686 5595 | GDP=12516.765
FLEX: 2754 0 2590 2544 2592 | ACC: -4740 10988 368 | GYRO: 14428 -4058 4113 | GDP=15541.921
FLEX: 2795 0 2523 2492 2620 | ACC: -5708 10964 -4380 | GYRO: 17995 -819 499 | GDP=18020.537
FLEX: 2747 0 2559 2531 2594 | ACC: -8696 10464 -6772 | GYRO: 17203 -4671 776 | GDP=17842.746
FLEX: 2763 0 2553 2541 2538 | ACC: -8292 10636 -15712 | GYRO: 16009 -8599 1158 | GDP=18209.113
FLEX: 2757 0 2596 2537 2593 | ACC: -12524 11444 -16972 | GYRO: 9663 5928 2917 | GDP=11705.710
FLEX: 2771 0 2542 2559 2559 | ACC: -9996 11008 -15656 | GYRO: 3277 -434 8384 | GDP=9012.133
FLEX: 2754 0 2594 2535 2589 | ACC: -7012 10600 -14284 | GYRO: 337 -235 8316 | GDP=8326.143
FLEX: 2748 0 2545 2541 2559 | ACC: -7684 10788 -13032 | GYRO: -1085 3249 9609 | GDP=10201.279
FLEX: 2756 0 2559 2543 2604 | ACC: -5920 11216 -11500 | GYRO: -1034 -1072 11819 | GDP=11912.477
FLEX: 2757 0 2559 2558 2559 | ACC: -2900 11664 -9960 | GYRO: -4508 -408 11726 | GDP=12569.312
FLEX: 2779 0 2559 2559 2608 | ACC: -2136 12932 -7764 | GYRO: -6413 -3131 11718 | GDP=13720.104
FLEX: 2778 0 2534 2515 2559 | ACC: 168 13664 -7936 | GYRO: -5963 -4045 10841 | GDP=13017.168
FLEX: 2752 0 2550 2547 2586 | ACC: 1100 13228 -4716 | GYRO: -3906 -3851 9733 | GDP=11172.212
FLEX: 2768 0 2523 2523 2559 | ACC: 4056 14528 -5204 | GYRO: -2350 -184 6647 | GDP=7052.585
FLEX: 2757 0 2548 2519 2550 | ACC: 4316 14056 -3796 | GYRO: 263 -407 3180 | GDP=3216.709
FLEX: 2739 0 2543 2514 2602 | ACC: 4100 13844 -5240 | GYRO: 2947 6014 -853 | GDP=6751.341
FLEX: 2768 0 2559 2541 2583 | ACC: -2436 14928 -7408 | GYRO: 5496 8302 -2450 | GDP=10253.376
FLEX: 2755 0 2527 2529 2559 | ACC: -4876 15456 -12368 | GYRO: 2618 9450 985 | GDP=9855.285
FLEX: 2754 0 2559 2538 2549 | ACC: -3252 15472 -9680 | GYRO: -2797 352 6904 | GDP=7457.367
FLEX: 2747 0 2559 2544 2549 | ACC: 2712 14304 -5924 | GYRO: -5577 -5436 8538 | GDP=11556.403
FLEX: 2752 0 2542 2523 2555 | ACC: 9040 13040 -6220 | GYRO: -2428 -4532 2996 | GDP=5950.649
FLEX: 2763 0 2531 2526 2545 | ACC: 4620 12056 -2548 | GYRO: -3788 -1960 -2499 | GDP=4943.232
FLEX: 2742 0 2559 2557 2559 | ACC: 3372 10800 -1012 | GYRO: -5172 -9184 -5405 | GDP=11845.229
FLEX: 2756 0 2541 2559 2591 | ACC: -92 11300 1444 | GYRO: -2911 -13166 -6618 | GDP=15020.499
FLEX: 2729 0 2527 2482 2550 | ACC: -448 11800 -3400 | GYRO: 3529 -2824 -10187 | GDP=11144.675
FLEX: 2749 0 2559 2544 2558 | ACC: -1052 13788 -3636 | GYRO: 5342 -7091 -8418 | GDP=12234.458
FLEX: 2755 0 2541 2543 2527 | ACC: 140 16572 -6860 | GYRO: 7430 -5243 -8739 | GDP=12612.061
FLEX: 2753 0 2539 2522 2559 | ACC: -4772 17920 -11292 | GYRO: 10304 1700 -9088 | GDP=13843.922
FLEX: 2768 0 2541 2531 2555 | ACC: -8680 18072 -17656 | GYRO: 5644 4383 -4055 | GDP=8216.353
FLEX: 2768 0 2554 2535 2559 | ACC: -6404 16640 -14780 | GYRO: -2144 -3198 2704 | GDP=4704.844
FLEX: 2743 0 2537 2544 2559 | ACC: -2396 14752 -10948 | GYRO: -6604 -4803 3622 | GDP=8933.113
FLEX: 2748 0 2533 2544 2582 | ACC: -612 13768 -8776 | GYRO: -7932 -6763 2367 | GDP=10689.129
FLEX: 2752 0 2543 2517 2551 | ACC: 848 12008 -4348 | GYRO: -11530 -2303 -929 | GDP=11794.395
FLEX: 2736 0 2535 2558 2532 | ACC: 5684 10084 -5496 | GYRO: -9704 -1707 -7982 | GDP=12680.449
FLEX: 2740 0 2534 2532 2559 | ACC: -1332 9976 1332 | GYRO: -13327 7716 -18241 | GDP=23872.152
FLEX: 2765 0 2557 2557 2559 | ACC: -6720 11220 3528 | GYRO: -8773 -4749 -18299 | GDP=20841.592
FLEX: 2726 0 2517 2529 2538 | ACC: -15144 12676 3972 | GYRO: -4539 1438 -18242 | GDP=18853.141
FLEX: 2756 0 2586 2517 2546 | ACC: -18608 13840 1092 | GYRO: -672 1550 -13209 | GDP=13316.597
FLEX: 2731 0 2487 2525 2555 | ACC: -19880 12572 2960 | GYRO: -397 -8300 -4200 | GDP=9310.618
FLEX: 2736 0 2543 2559 2558 | ACC: -16484 13868 1012 | GYRO: 494 -14558 1348 | GDP=14628.619
FLEX: 2749 0 2509 2514 2559 | ACC: -9464 13004 -1228 | GYRO: -1019 -15187 5136 | GDP=16064.304
FLEX: 2755 0 2555 2531 2559 | ACC: -11164 12732 4260 | GYRO: -3878 -13547 2627 | GDP=14333.919
FLEX: 2724 0 2535 2514 2546 | ACC: -7400 12816 1452 | GYRO: -8157 -29183 4343 | GDP=30611.203
FLEX: 2745 0 2559 2544 2513 | ACC: -8240 10856 8072 | GYRO: -10678 -29718 2869 | GDP=31708.207
FLEX: 2752 0 2521 2526 2541 | ACC: -6632 11196 7252 | GYRO: -10287 -32768 8118 | GDP=35291.160
FLEX: 2764 0 2541 2559 2559 | ACC: 1644 8400 9928 | GYRO: -11901 -26133 7487 | GDP=29675.287
FLEX: 2716 0 2547 2526 2527 | ACC: 348 9084 16748 | GYRO: -6511 -19688 5220 | GDP=21383.613
FLEX: 2755 0 2583 2559 2551 | ACC: 3192 9308 14316 | GYRO: -1465 -11818 4091 | GDP=12591.570
FLEX: 2720 0 2526 2495 2559 | ACC: 1788 10100 13328 | GYRO: 0 -10201 3306 | GDP=10723.341
FLEX: 2762 0 2589 2559 2531 | ACC: 1336 9740 12152 | GYRO: -547 -13976 5390 | GDP=14989.326
FLEX: 2734 0 2548 2512 2512 | ACC: 2688 9380 10196 | GYRO: -2599 -18602 8770 | GDP=20729.258
FLEX: 2769 0 2598 2533 2559 | ACC: 7856 6676 8120 | GYRO: -3808 -17286 12809 | GDP=21848.963
FLEX: 2736 0 2531 2513 2540 | ACC: 11540 5392 10472 | GYRO: -3923 -5047 11439 | GDP=13103.926
FLEX: 2753 0 2559 2543 2595 | ACC: 14168 4252 12732 | GYRO: -1999 -4134 9309 | GDP=10379.954
FLEX: 2736 0 2551 2503 2527 | ACC: 14796 4872 12600 | GYRO: -154 -122 4537 | GDP=4541.252
FLEX: 2741 0 2608 2528 2559 | ACC: 13036 4856 13728 | GYRO: 2455 -1271 1709 | GDP=3250.100
FLEX: 2736 0 2544 2506 2542 | ACC: 11136 5484 12840 | GYRO: 4824 1717 199 | GDP=5124.321
FLEX: 2727 0 2609 2559 2543 | ACC: 9140 5452 12824 | GYRO: 6096 1380 890 | GDP=6313.297
FLEX: 2739 0 2547 2491 2549 | ACC: 8504 5536 11372 | GYRO: 7373 1520 2693 | GDP=7995.234
FLEX: 2751 0 2607 2546 2559 | ACC: 8368 5412 10544 | GYRO: 6930 2531 4737 | GDP=8767.556
FLEX: 2729 0 2542 2507 2529 | ACC: 8428 5076 10004 | GYRO: 5878 3061 7191 | GDP=9779.115
FLEX: 2738 0 2559 2542 2557 | ACC: 11244 4320 9688 | GYRO: 4839 1824 8898 | GDP=10291.613
FLEX: 2736 0 2529 2501 2537 | ACC: 14212 4384 9024 | GYRO: 3350 2447 8131 | GDP=9128.169
FLEX: 2751 0 2559 2618 2614 | ACC: 15368 4048 10084 | GYRO: 1582 400 5506 | GDP=5742.714
FLEX: 2704 0 2509 2479 2527 | ACC: 16124 4248 10516 | GYRO: 1563 119 2853 | GDP=3255.263
FLEX: 2747 0 2604 2550 2547 | ACC: 16000 5048 9840 | GYRO: 1168 565 -284 | GDP=1328.196
FLEX: 2726 0 2512 2519 2539 | ACC: 15564 5064 9248 | GYRO: 553 248 -3301 | GDP=3356.176
FLEX: 2734 0 2611 2542 2559 | ACC: 14028 5836 8080 | GYRO: -273 3072 -6033 | GDP=6775.604
FLEX: 2709 0 2498 2496 2513 | ACC: 11684 5072 9500 | GYRO: -1409 -720 -7076 | GDP=7250.755
FLEX: 2736 0 2636 2543 2534 | ACC: 10472 5708 9304 | GYRO: -2403 2920 -8013 | GDP=8860.529
FLEX: 2715 0 2496 2512 2519 | ACC: 10996 4392 9812 | GYRO: -3418 -324 -8551 | GDP=9214.516
FLEX: 2742 0 2559 2550 2544 | ACC: 9788 4296 11124 | GYRO: -4144 4603 -10278 | GDP=11999.901
FLEX: 2717 0 2515 2506 2523 | ACC: 9080 3640 11440 | GYRO: -2693 2836 -11434 | GDP=12084.350
FLEX: 2735 0 2583 2540 2559 | ACC: 5680 3820 13208 | GYRO: -1718 4344 -11161 | GDP=12099.164
FLEX: 2713 0 2515 2501 2522 | ACC: 5032 7896 14552 | GYRO: -2896 2403 -6664 | GDP=7653.112
FLEX: 2741 0 2612 2549 2547 | ACC: 6520 6120 18624 | GYRO: -2871 -442 -1517 | GDP=3277.086
FLEX: 2708 0 2512 2513 2517 | ACC: 9404 6572 13004 | GYRO: -228 97 -4016 | GDP=4023.636
FLEX: 2736 0 2608 2555 2551 | ACC: 6168 6936 14084 | GYRO: -309 4951 -5974 | GDP=7765.086
FLEX: 2711 0 2487 2480 2530 | ACC: 6328 7888 13816 | GYRO: -381 1153 -5275 | GDP=5412.965
FLEX: 2749 0 2591 2541 2555 | ACC: 8980 7584 10324 | GYRO: -1938 3570 -7762 | GDP=8760.673
FLEX: 2717 0 2522 2513 2513 | ACC: 9000 6144 12816 | GYRO: -6447 2934 -10206 | GDP=12423.147
FLEX: 2759 0 2609 2535 2559 | ACC: 4972 6036 15036 | GYRO: -5481 4281 -14047 | GDP=15674.391
FLEX: 2721 0 2502 2509 2521 | ACC: 2916 5552 15552 | GYRO: -5362 -114 -12546 | GDP=13644.272
FLEX: 2757 0 2613 2528 2551 | ACC: 1092 5976 16952 | GYRO: -2795 5235 -12182 | GDP=13550.586
FLEX: 2704 0 2482 2496 2526 | ACC: -544 5668 18404 | GYRO: 654 2941 -10218 | GDP=10652.921
FLEX: 2721 0 2585 2512 2555 | ACC: -532 5664 16160 | GYRO: 4716 5019 -9772 | GDP=11955.041
FLEX: 2699 0 2496 2507 2553 | ACC: -1360 6800 13340 | GYRO: 4426 3763 -9108 | GDP=10803.023
FLEX: 2752 0 2624 2534 2513 | ACC: -2148 8080 12124 | GYRO: 2165 3423 -8624 | GDP=9527.725
FLEX: 2721 0 2501 2486 2497 | ACC: -2364 7756 11648 | GYRO: -1904 1424 -7453 | GDP=7823.056
FLEX: 2729 0 2608 2544 2559 | ACC: -3332 6864 14004 | GYRO: -4034 1430 -6010 | GDP=7378.222
FLEX: 2704 0 2498 2489 2532 | ACC: -4184 5860 17512 | GYRO: -2831 768 -4083 | GDP=5027.452
FLEX: 2766 0 2647 2522 2559 | ACC: -4520 5740 17052 | GYRO: 651 1553 -2831 | GDP=3293.960
FLEX: 2743 0 2480 2480 2524 | ACC: -5444 5956 15708 | GYRO: 1887 1270 -1307 | GDP=2623.341
FLEX: 2746 0 2587 2559 2500 | ACC: -6848 6588 14064 | GYRO: 1772 -14 1225 | GDP=2154.253
FLEX: 2693 0 2494 2559 2523 | ACC: -5496 6432 14272 | GYRO: 131 -556 3050 | GDP=3103.030
FLEX: 2720 0 2550 2526 2559 | ACC: -6072 6704 14052 | GYRO: -194 -1164 5047 | GDP=5183.121
FLEX: 2704 0 2501 2500 2496 | ACC: -4500 6052 13120 | GYRO: -1844 -110 7034 | GDP=7272.523
FLEX: 2763 0 2640 2462 2621 | ACC: -4584 5516 16648 | GYRO: -2268 -1789 9133 | GDP=9578.937
FLEX: 2700 0 2496 2512 2413 | ACC: -3412 5560 15984 | GYRO: -811 -469 10734 | GDP=10774.806
FLEX: 2754 0 2640 2501 2534 | ACC: 280 4560 17548 | GYRO: -568 -5770 10885 | GDP=12332.832
FLEX: 2707 0 2556 2481 2499 | ACC: 1884 5824 14756 | GYRO: 2078 -3437 10590 | GDP=11326.039
FLEX: 2669 0 2592 2492 2559 | ACC: 3016 4960 16432 | GYRO: 1813 -1481 8158 | GDP=8487.243
FLEX: 2705 0 2516 2512 2502 | ACC: 3052 5772 14996 | GYRO: 2981 -1974 7953 | GDP=8719.704
FLEX: 2751 0 2624 2544 2593 | ACC: 2456 6184 14792 | GYRO: 2292 -361 6158 | GDP=6580.619
FLEX: 2722 0 2518 2509 2515 | ACC: 4204 6296 15020 | GYRO: 1555 -1125 5872 | GDP=6177.705
FLEX: 2736 0 2590 2502 2531 | ACC: 5504 7148 14420 | GYRO: 1754 -335 4387 | GDP=4736.508
FLEX: 2705 0 2480 2494 2501 | ACC: 7008 6476 12836 | GYRO: 521 1812 981 | GDP=2125.358
FLEX: 2743 0 2545 2546 2533 | ACC: 5320 6356 13188 | GYRO: -1672 1488 -1338 | GDP=2607.676
FLEX: 2714 0 2525 2510 2537 | ACC: 5140 5472 14864 | GYRO: -3321 334 -3157 | GDP=4594.262
FLEX: 2739 0 2530 2529 2551 | ACC: 4440 5572 16424 | GYRO: -2245 1041 -5445 | GDP=5980.947
FLEX: 2722 0 2519 2492 2509 | ACC: 5380 4296 17768 | GYRO: 387 1969 -7256 | GDP=7528.364
FLEX: 2719 0 2582 2524 2554 | ACC: 3512 4708 16988 | GYRO: 3483 2619 -10640 | GDP=11497.828
FLEX: 2723 0 2515 2486 2512 | ACC: 1972 4552 16104 | GYRO: 3740 2862 -12399 | GDP=13263.252
FLEX: 2753 0 2559 2497 2531 | ACC: -520 4900 15504 | GYRO: 4374 3635 -13815 | GDP=14939.857
FLEX: 2715 0 2511 2506 2538 | ACC: -2840 4772 14940 | GYRO: 4255 2043 -13711 | GDP=14500.703
FLEX: 2746 0 2544 2507 2539 | ACC: -4880 6040 13948 | GYRO: 4088 1757 -12473 | GDP=13242.905
FLEX: 2720 0 2518 2495 2478 | ACC: -4644 4588 15656 | GYRO: 5247 777 -13719 | GDP=14708.694
FLEX: 2718 0 2559 2495 2527 | ACC: -4488 7884 13492 | GYRO: 7539 -813 -12879 | GDP=14945.438
FLEX: 2709 2105 2530 2480 2528 | ACC: -7404 6708 14508 | GYRO: 6204 3274 -9687 | GDP=11960.211
FLEX: 2768 2107 2547 2507 2539 | ACC: -7972 7452 12160 | GYRO: 5987 2031 -7450 | GDP=9770.959
FLEX: 2751 2083 2526 2514 2512 | ACC: -9064 7476 12028 | GYRO: 4640 3993 -5167 | GDP=8010.714
FLEX: 2695 0 2499 2538 2526 | ACC: -10860 8336 12460 | GYRO: 3747 2523 -160 | GDP=4520.082
FLEX: 2723 0 2493 2464 2514 | ACC: -10032 8128 12672 | GYRO: 2877 2719 4837 | GDP=6250.333
FLEX: 2720 0 2546 2516 2540 | ACC: -6328 9576 9352 | GYRO: 1818 8201 7934 | GDP=11554.647
FLEX: 2713 0 2540 2516 2533 | ACC: -9052 7800 8448 | GYRO: -2785 20003 9221 | GDP=22201.420
FLEX: 2721 0 2544 2534 2525 | ACC: -13544 10020 12272 | GYRO: -3332 10184 9142 | GDP=14085.178
FLEX: 2727 0 2503 2475 2518 | ACC: -7168 6144 10156 | GYRO: -3413 -7075 11573 | GDP=13987.084
FLEX: 2726 2096 2541 2506 2538 | ACC: -2452 9696 13216 | GYRO: -5460 -5040 10245 | GDP=12655.956
FLEX: 2720 0 2518 2496 2531 | ACC: 640 9492 16532 | GYRO: -1136 -3365 6543 | GDP=7444.768
FLEX: 2703 0 2559 2490 2510 | ACC: 1864 9700 13592 | GYRO: 2095 1629 1796 | GDP=3204.416
FLEX: 2718 0 2509 2474 2581 | ACC: -3404 11340 10396 | GYRO: 2131 8126 668 | GDP=8427.293
FLEX: 2719 0 2541 2496 2539 | ACC: -3608 10500 7340 | GYRO: -31 6190 -1904 | GDP=6476.286
FLEX: 2736 2111 2489 2512 2533 | ACC: -9056 8204 6800 | GYRO: -9440 32767 -5224 | GDP=34497.535
FLEX: 2729 2090 2551 2497 2535 | ACC: -16832 9604 7584 | GYRO: -11054 32767 -348 | GDP=34583.066
FLEX: 2759 2095 2518 2523 2522 | ACC: -18104 4164 11096 | GYRO: -7563 32767 2013 | GDP=33688.684
FLEX: 2701 2096 2544 2509 2542 | ACC: -13640 9532 2152 | GYRO: -5611 21324 6166 | GDP=22895.760
