# label=One
# timestamp=1763135360.6669855
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
FLEX: 2769 2031 2468 2494 2421 | ACC: 3128 8392 14744 | GYRO: 418 -11254 4071 | GDP=11974.985
FLEX: 2794 2079 2551 2559 2896 | ACC: 6540 8304 10856 | GYRO: -349 -15147 4712 | GDP=15866.832
FLEX: 2784 1926 2430 2522 2529 | ACC: 6508 7576 12428 | GYRO: -1859 -7141 4369 | GDP=8575.426
FLEX: 2768 2057 2542 2544 2740 | ACC: 9600 6408 11108 | GYRO: 435 -4270 3376 | GDP=5460.724
FLEX: 2768 2065 2467 2559 2480 | ACC: 7876 7468 12784 | GYRO: -538 -1613 1651 | GDP=2370.024
FLEX: 2721 2043 2557 2525 2836 | ACC: 9580 6556 11352 | GYRO: 582 1412 662 | GDP=1664.546
FLEX: 2704 2031 2511 2547 2460 | ACC: 8452 6896 13764 | GYRO: 96 -241 -623 | GDP=674.853
FLEX: 2789 2031 2629 2559 2899 | ACC: 9232 7056 12028 | GYRO: 1102 2247 -1963 | GDP=3180.689
FLEX: 2781 2032 2475 2500 2487 | ACC: 7964 7468 12716 | GYRO: 1044 -154 -1458 | GDP=1799.838
FLEX: 2753 2063 2611 2608 2864 | ACC: 7320 7820 12868 | GYRO: 284 923 -1178 | GDP=1523.243
FLEX: 2748 2042 2452 2543 2461 | ACC: 7776 7496 13024 | GYRO: 710 1476 -961 | GDP=1898.999
FLEX: 2778 2037 2522 2594 2850 | ACC: 6748 7380 13704 | GYRO: 455 110 -293 | GDP=552.245
FLEX: 2742 2032 2529 2448 2495 | ACC: 7140 7480 13212 | GYRO: 1070 1027 -544 | GDP=1579.736
FLEX: 2789 2056 2559 2559 2879 | ACC: 7464 7084 14236 | GYRO: 1981 964 -775 | GDP=2335.440
FLEX: 2775 0 2456 2494 2485 | ACC: 8288 6152 15244 | GYRO: 7504 -500 -4300 | GDP=8663.142
FLEX: 2747 0 2506 2531 2785 | ACC: 7776 8312 13264 | GYRO: 10389 1214 -5556 | GDP=11843.743
FLEX: 2791 0 2461 2483 2471 | ACC: 6924 9764 11428 | GYRO: 8988 860 -5285 | GDP=10462.073
FLEX: 2785 0 2558 2559 2839 | ACC: 6316 10460 11172 | GYRO: 7980 1128 -5058 | GDP=9515.048
FLEX: 2751 0 2452 2407 2545 | ACC: 5664 11804 9872 | GYRO: 7610 1276 -4986 | GDP=9186.973
FLEX: 2770 0 2519 2538 2865 | ACC: 4952 11160 9508 | GYRO: 7851 2729 -5276 | GDP=9844.888
FLEX: 2785 0 2442 2535 2485 | ACC: 3868 12716 7964 | GYRO: 5071 1735 -3841 | GDP=6593.827
FLEX: 2795 0 2531 2559 2739 | ACC: 2340 13488 8708 | GYRO: 4596 2300 -3139 | GDP=6022.170
FLEX: 2794 0 2419 2516 2474 | ACC: 2560 13088 8720 | GYRO: 1674 1394 -1009 | GDP=2400.749
FLEX: 2789 0 2557 2540 2800 | ACC: 3752 14160 7944 | GYRO: 2598 898 -2307 | GDP=3588.629
FLEX: 2778 0 2448 2509 2538 | ACC: 1952 13688 8736 | GYRO: -1780 1793 -1117 | GDP=2762.415
FLEX: 2752 0 2559 2559 2846 | ACC: 2500 13512 8692 | GYRO: -5149 4157 -593 | GDP=6644.132
FLEX: 2781 0 2550 2559 2499 | ACC: 2392 12852 8876 | GYRO: -10047 -1090 715 | GDP=10131.216
FLEX: 2745 0 2659 2698 2849 | ACC: 2096 12960 9264 | GYRO: -13468 2835 -29 | GDP=13763.180
FLEX: 2729 2033 2530 2599 2474 | ACC: 2928 7032 12308 | GYRO: -15021 -1335 3783 | GDP=15547.468
FLEX: 2704 2033 2701 2664 2830 | ACC: 2400 9168 13288 | GYRO: -11610 3193 1633 | GDP=12151.298
FLEX: 2688 2018 2546 2559 2432 | ACC: 2640 5888 15224 | GYRO: -9788 -580 2103 | GDP=10028.158
FLEX: 2711 2041 2655 2695 2742 | ACC: 800 7368 17276 | GYRO: -6863 1588 2204 | GDP=7381.065
FLEX: 2715 2032 2530 2528 2516 | ACC: 4272 6060 14920 | GYRO: -4098 -319 2081 | GDP=4607.160
FLEX: 2735 2064 2663 2703 2913 | ACC: 2960 5516 17048 | GYRO: -2480 133 2443 | GDP=3483.725
FLEX: 2689 2036 2487 2559 2498 | ACC: 3428 5252 16624 | GYRO: -1225 334 1679 | GDP=2105.047
FLEX: 2688 1995 2656 2677 2832 | ACC: 3588 5244 15824 | GYRO: 1343 712 976 | GDP=1806.424
FLEX: 2725 2039 2526 2550 2480 | ACC: 3260 6052 14792 | GYRO: 750 1626 210 | GDP=1802.908
FLEX: 2731 2058 2678 2659 2893 | ACC: 4400 5948 13216 | GYRO: 1500 7394 529 | GDP=7563.139
FLEX: 2697 2078 2496 2550 2448 | ACC: 660 5756 16732 | GYRO: 603 11138 -202 | GDP=11156.140
FLEX: 2716 2043 2682 2663 2910 | ACC: 1676 6092 13084 | GYRO: 1672 21339 -848 | GDP=21421.195
FLEX: 2699 2036 2541 2559 2450 | ACC: -3188 5804 15152 | GYRO: 886 22679 -64 | GDP=22696.391
FLEX: 2733 2047 2621 2597 2955 | ACC: -4912 5252 13824 | GYRO: 1083 28651 -603 | GDP=28677.801
FLEX: 2711 2087 2497 2539 2458 | ACC: -6428 5884 10616 | GYRO: 168 29957 -2100 | GDP=30030.984
FLEX: 2744 2065 2691 2641 2935 | ACC: -11936 5468 9484 | GYRO: 670 32767 -1637 | GDP=32814.707
FLEX: 2717 0 2559 2502 2469 | ACC: -16304 5684 7600 | GYRO: 741 32767 -1459 | GDP=32807.836
FLEX: 2723 0 2615 2613 2848 | ACC: -17492 4812 7492 | GYRO: 2587 22421 -276 | GDP=22571.443
FLEX: 2739 128 2523 2508 2448 | ACC: -14376 6048 1204 | GYRO: 742 12908 -855 | GDP=12957.548
FLEX: 2735 0 2588 2634 2916 | ACC: -17516 5288 4748 | GYRO: 1146 6160 338 | GDP=6274.804
FLEX: 2730 0 2489 2559 2478 | ACC: -13892 6016 152 | GYRO: 686 -357 -251 | GDP=813.047
FLEX: 2745 0 2608 2608 2927 | ACC: -16164 5256 2928 | GYRO: 386 2793 -195 | GDP=2826.282
FLEX: 2727 0 2498 2608 2439 | ACC: -14408 5296 708 | GYRO: 494 -190 213 | GDP=570.530
FLEX: 2745 0 2608 2544 2841 | ACC: -14896 5440 1288 | GYRO: 588 4568 263 | GDP=4613.191
FLEX: 2739 0 2510 2544 2448 | ACC: -15324 5440 860 | GYRO: 121 6284 11 | GDP=6285.174
FLEX: 2754 0 2603 2613 2851 | ACC: -15540 5280 -172 | GYRO: 393 11142 -1038 | GDP=11197.145
FLEX: 2734 0 2507 2544 2453 | ACC: -15864 5296 -660 | GYRO: -365 2215 -94 | GDP=2246.839
FLEX: 2753 0 2634 2615 2902 | ACC: -14940 5252 -1216 | GYRO: 957 1615 -349 | GDP=1909.417
FLEX: 2736 0 2496 2593 2487 | ACC: -15988 5288 -612 | GYRO: 427 -3382 367 | GDP=3428.548
FLEX: 2735 0 2595 2649 2899 | ACC: -14724 5236 -1408 | GYRO: 2051 1236 -72 | GDP=2395.721
FLEX: 2767 0 2485 2550 2512 | ACC: -19092 4596 3092 | GYRO: 4956 -1460 3237 | GDP=6096.860
FLEX: 2736 0 2608 2615 2845 | ACC: -13372 5500 -452 | GYRO: 9569 -17292 5985 | GDP=20649.437
FLEX: 2757 0 2499 2525 2498 | ACC: -15516 5792 1700 | GYRO: 9084 9889 898 | GDP=13458.000
FLEX: 2735 0 2607 2610 2859 | ACC: -12708 7104 -3452 | GYRO: 5705 3257 2596 | GDP=7063.589
FLEX: 2762 0 2511 2559 2448 | ACC: -15328 6780 -508 | GYRO: 4845 9409 465 | GDP=10593.372
FLEX: 2750 0 2590 2605 2816 | ACC: -15504 6708 -832 | GYRO: 4472 3937 1232 | GDP=6084.125
FLEX: 2736 0 2512 2591 2477 | ACC: -14440 6112 -1760 | GYRO: 7016 1886 926 | GDP=7323.847
FLEX: 2727 0 2525 2589 2914 | ACC: -14112 6604 -3352 | GYRO: 5004 1575 1437 | GDP=5439.266
FLEX: 2726 0 2436 2537 2487 | ACC: -13764 6476 -4292 | GYRO: 5923 929 975 | GDP=6074.174
FLEX: 2711 0 2623 2559 2877 | ACC: -13320 5784 -5324 | GYRO: 5219 1465 861 | GDP=5488.671
FLEX: 2718 0 2453 2501 2539 | ACC: -13780 5960 -5620 | GYRO: 5646 2466 -52 | GDP=6161.264
FLEX: 2722 0 2608 2559 2869 | ACC: -14336 5996 -6424 | GYRO: 3596 1544 1443 | GDP=4171.019
FLEX: 2713 0 2510 2559 2486 | ACC: -13912 6412 -8420 | GYRO: 1946 1966 795 | GDP=2878.211
FLEX: 2751 0 2528 2625 2842 | ACC: -16272 6132 -6232 | GYRO: -2192 -3444 3016 | GDP=5075.653
FLEX: 2727 0 2464 2559 2446 | ACC: -19412 6464 -4544 | GYRO: 230 -13688 4869 | GDP=14530.018
FLEX: 2754 0 2597 2559 2815 | ACC: -15244 7288 -8008 | GYRO: -457 -32768 12820 | GDP=35189.531
FLEX: 2737 0 2501 2473 2494 | ACC: -20784 6248 5468 | GYRO: 5497 -27058 13629 | GDP=30791.266
FLEX: 2781 0 2527 2592 2858 | ACC: -13140 9208 -1552 | GYRO: 7251 -32768 20129 | GDP=39134.328
FLEX: 2738 0 2493 2515 2459 | ACC: -10080 9856 4068 | GYRO: 8945 -29064 16574 | GDP=34632.738
FLEX: 2781 0 2559 2629 2800 | ACC: -8476 12548 4580 | GYRO: 6065 -30450 20625 | GDP=37274.352
FLEX: 2736 0 2444 2507 2480 | ACC: -124 11360 3088 | GYRO: 5908 -22441 17589 | GDP=29118.309
FLEX: 2757 0 2637 2533 2896 | ACC: -1620 13784 6624 | GYRO: 6364 -9738 9481 | GDP=15007.281
FLEX: 2771 0 2479 2500 2510 | ACC: -2984 13852 8372 | GYRO: 5704 -7383 10733 | GDP=14221.167
FLEX: 2796 0 2559 2655 2945 | ACC: -2468 11336 9584 | GYRO: 7897 -12485 14728 | GDP=20860.293
FLEX: 2827 0 2523 2546 2479 | ACC: 4508 11884 1428 | GYRO: 6179 -4923 12917 | GDP=15141.495
FLEX: 2800 0 2559 2609 2851 | ACC: 1252 13232 3568 | GYRO: 1410 -5414 14314 | GDP=15368.478
FLEX: 2830 0 2417 2448 2463 | ACC: 8744 12636 -1840 | GYRO: -1536 -1804 14626 | GDP=14816.666
FLEX: 2786 0 2550 2591 2887 | ACC: 8492 13436 1236 | GYRO: -4927 900 11561 | GDP=12599.288
FLEX: 2752 0 2465 2530 2498 | ACC: 10448 13980 2872 | GYRO: -7656 1412 10832 | GDP=13339.427
FLEX: 2781 0 2556 2619 2814 | ACC: 12248 13992 5712 | GYRO: -6884 1302 8802 | GDP=11249.883
FLEX: 2751 0 2465 2559 2452 | ACC: 12632 13096 8344 | GYRO: -3718 1287 5712 | GDP=6935.909
FLEX: 2768 0 2593 2634 2807 | ACC: 13988 12320 5368 | GYRO: -1170 4017 -480 | GDP=4211.364
FLEX: 2781 0 2544 2542 2527 | ACC: 11196 12132 7428 | GYRO: 274 7653 -3958 | GDP=8620.281
FLEX: 2797 0 2525 2602 2822 | ACC: 10644 11780 5424 | GYRO: 1402 17179 -7720 | GDP=18886.027
FLEX: 2798 0 2452 2512 2490 | ACC: 5016 11864 6844 | GYRO: 2362 32767 -10156 | GDP=34386.039
FLEX: 2806 0 2544 2655 2854 | ACC: 2084 12220 6324 | GYRO: 4102 32767 -9334 | GDP=34316.559
FLEX: 2764 0 2495 2533 2434 | ACC: -424 12816 3876 | GYRO: 4259 32767 -10292 | GDP=34608.391
FLEX: 2805 0 2558 2540 2848 | ACC: -5464 13016 8772 | GYRO: 3749 32767 -7714 | GDP=33870.891
FLEX: 2736 0 2528 2514 2475 | ACC: -7044 13332 6096 | GYRO: 2511 32767 -7281 | GDP=33659.984
FLEX: 2767 0 2589 2545 2827 | ACC: -12912 13800 10356 | GYRO: 3643 17993 -3592 | GDP=18706.201
FLEX: 2754 0 2482 2496 2493 | ACC: -7924 13260 3936 | GYRO: 1354 13403 -1623 | GDP=13568.635
FLEX: 2721 0 2520 2559 2846 | ACC: -12332 13492 7544 | GYRO: 2591 13637 -1474 | GDP=13959.002
FLEX: 2756 0 2424 2503 2492 | ACC: -6900 12936 908 | GYRO: 1159 3052 1095 | GDP=3443.401
FLEX: 2779 0 2587 2611 2812 | ACC: -11524 13484 4604 | GYRO: 2070 6741 -986 | GDP=7120.265
FLEX: 2754 0 2503 2496 2497 | ACC: -14356 14188 6120 | GYRO: -1332 -22137 3819 | GDP=22503.461
FLEX: 2754 0 2543 2595 2932 | ACC: -14076 15448 3232 | GYRO: -7861 -15809 6249 | GDP=18728.850
FLEX: 2710 0 2519 2537 2469 | ACC: -9200 10900 -388 | GYRO: -13795 -32768 11856 | GDP=37478.109
FLEX: 2779 0 2608 2559 2934 | ACC: 1640 11272 1756 | GYRO: -10733 -32768 9633 | GDP=35801.313
FLEX: 2767 0 2439 2551 2471 | ACC: 2756 9732 11916 | GYRO: -11204 -16413 8199 | GDP=21497.436
FLEX: 2763 0 2521 2510 2923 | ACC: 7420 10088 11848 | GYRO: -5631 -15865 3911 | GDP=17283.008
FLEX: 2749 0 2495 2559 2443 | ACC: 5104 9968 15448 | GYRO: -3228 1280 184 | GDP=3477.390
FLEX: 2749 0 2605 2618 2931 | ACC: 3100 11336 15400 | GYRO: -477 -6320 -453 | GDP=6354.143
FLEX: 2714 0 2500 2487 2465 | ACC: 5096 10840 12872 | GYRO: -340 -7201 -1989 | GDP=7478.377
FLEX: 2727 0 2529 2559 2835 | ACC: 4980 11224 11556 | GYRO: -2448 -8831 -3192 | GDP=9704.026
FLEX: 2770 0 2498 2528 2416 | ACC: 6656 10904 10092 | GYRO: -6477 -10933 -6174 | GDP=14127.997
FLEX: 2754 0 2608 2590 2832 | ACC: 7036 9936 8652 | GYRO: -13822 -6750 -5473 | GDP=16326.785
FLEX: 2719 0 2486 2512 2447 | ACC: 5380 5724 14472 | GYRO: -11676 -10436 -4060 | GDP=16177.845
FLEX: 2739 0 2586 2536 2834 | ACC: 6756 6208 13356 | GYRO: -9553 -9529 -4897 | GDP=14354.172
FLEX: 2720 0 2501 2385 2480 | ACC: 6480 5232 15376 | GYRO: -8541 -6255 -5567 | GDP=11960.986
FLEX: 2741 0 2640 2546 2862 | ACC: 5396 5480 15712 | GYRO: -6000 -4107 -4780 | GDP=8701.485
FLEX: 2765 0 2532 2543 2451 | ACC: 4796 5184 16908 | GYRO: -2387 -3066 -3884 | GDP=5493.958
FLEX: 2731 0 2559 2559 2814 | ACC: 5232 6204 14864 | GYRO: -693 -528 -2183 | GDP=2350.430
FLEX: 2735 0 2478 2497 2404 | ACC: 6052 6140 13768 | GYRO: -129 217 -1100 | GDP=1128.596
FLEX: 2720 0 2605 2589 2846 | ACC: 6464 6396 13520 | GYRO: -474 -908 -620 | GDP=1197.305
FLEX: 2758 0 2457 2545 2447 | ACC: 6744 5460 14504 | GYRO: -885 201 -401 | GDP=992.183
FLEX: 2779 0 2559 2529 2827 | ACC: 8944 5036 14820 | GYRO: -362 -1605 -1736 | GDP=2391.812
FLEX: 2738 0 2553 2513 2400 | ACC: 9836 4952 15384 | GYRO: 1310 448 -5571 | GDP=5740.457
FLEX: 2797 0 2544 2559 2811 | ACC: 9108 5124 13916 | GYRO: 1294 -1517 -9255 | GDP=9467.352
FLEX: 2726 0 2499 2527 2420 | ACC: 6132 6228 13408 | GYRO: 836 -5440 -10902 | GDP=12212.538
FLEX: 2754 0 2548 2559 2739 | ACC: 6020 6748 11644 | GYRO: -1612 -4348 -9800 | GDP=10841.755
FLEX: 2741 0 2496 2469 2490 | ACC: 3660 6912 14084 | GYRO: -1688 -1774 -6436 | GDP=6886.110
FLEX: 2727 0 2615 2544 2842 | ACC: 4200 7356 13972 | GYRO: -153 42 -3467 | GDP=3470.628
FLEX: 2753 0 2469 2525 2437 | ACC: 3496 7348 15444 | GYRO: 269 -689 -2185 | GDP=2306.796
FLEX: 2704 0 2599 2559 2832 | ACC: 5200 7860 13508 | GYRO: 558 470 -1520 | GDP=1686.020
FLEX: 2725 0 2478 2531 2483 | ACC: 4396 7752 14260 | GYRO: 1046 625 -669 | GDP=1390.073
FLEX: 2781 0 2597 2599 2834 | ACC: 5952 8164 12504 | GYRO: 1274 540 193 | GDP=1397.113
FLEX: 2750 0 2500 2510 2451 | ACC: 5104 7724 14232 | GYRO: 1433 507 282 | GDP=1545.983
FLEX: 2736 0 2622 2559 2826 | ACC: 6976 7284 12660 | GYRO: 2081 3392 184 | GDP=3983.727
FLEX: 2751 0 2507 2486 2471 | ACC: 4680 7376 14384 | GYRO: 1902 821 -395 | GDP=2108.950
FLEX: 2751 0 2517 2542 2800 | ACC: 6440 7508 11824 | GYRO: 3104 8030 -753 | GDP=8641.916
FLEX: 2704 0 2467 2463 2464 | ACC: 3876 7512 14068 | GYRO: 3171 8000 -488 | GDP=8619.361
FLEX: 2750 0 2626 2544 2861 | ACC: 5620 8672 8352 | GYRO: 7259 32767 -104 | GDP=33561.590
FLEX: 2787 2006 2539 2448 2465 | ACC: -8412 8924 20432 | GYRO: 6195 28522 885 | GDP=29200.441
FLEX: 2757 0 2559 2559 2823 | ACC: 3160 11144 5880 | GYRO: 4593 12209 1904 | GDP=13182.585
FLEX: 2771 0 2531 2530 2434 | ACC: -8752 9080 16576 | GYRO: 1756 23733 610 | GDP=23805.691
FLEX: 2746 0 2542 2559 2831 | ACC: -3732 10168 11568 | GYRO: 1306 -11978 1901 | GDP=12198.029
FLEX: 2759 0 2473 2431 2422 | ACC: -1584 9700 11300 | GYRO: 884 4713 291 | GDP=4804.009
FLEX: 2743 0 2559 2462 2766 | ACC: -4656 9472 13968 | GYRO: 804 -4503 101 | GDP=4575.328
FLEX: 2753 0 2466 2483 2416 | ACC: -1288 10156 10256 | GYRO: 314 2186 -704 | GDP=2317.932
FLEX: 2741 0 2512 2512 2799 | ACC: -4748 9944 14672 | GYRO: 495 -1523 -334 | GDP=1635.882
FLEX: 2754 0 2445 2491 2499 | ACC: -3268 10508 12652 | GYRO: 1399 -3452 71 | GDP=3725.392
FLEX: 2764 0 2595 2608 2810 | ACC: -2800 10456 12464 | GYRO: -18 -463 410 | GDP=618.703
FLEX: 2769 0 2447 2473 2482 | ACC: -2996 10216 13020 | GYRO: 304 -1900 101 | GDP=1926.815
FLEX: 2738 0 2559 2451 2863 | ACC: -2604 9832 12620 | GYRO: 358 -1287 -27 | GDP=1336.137
FLEX: 2737 0 2526 2490 2559 | ACC: -2272 9396 12960 | GYRO: 1017 -1283 -76 | GDP=1638.949
FLEX: 2706 0 2559 2495 2800 | ACC: -1776 9876 12548 | GYRO: 422 -591 -467 | GDP=863.397
FLEX: 2693 0 2487 2496 2467 | ACC: -2964 9840 13656 | GYRO: 978 -375 -953 | GDP=1416.093
FLEX: 2781 0 2651 2543 2866 | ACC: -2876 9916 12920 | GYRO: 1196 31 -379 | GDP=1254.997
FLEX: 2734 0 2491 2519 2441 | ACC: -2748 9932 12996 | GYRO: 1341 -1296 61 | GDP=1865.909
FLEX: 2761 0 2605 2545 2819 | ACC: -1836 9968 12460 | GYRO: 1540 -1937 -418 | GDP=2509.640
FLEX: 2687 0 2481 2530 2465 | ACC: -1680 10288 12184 | GYRO: 926 -169 -1057 | GDP=1415.375
FLEX: 2755 0 2559 2556 2919 | ACC: -2796 10316 12532 | GYRO: 768 91 -1487 | GDP=1676.089
FLEX: 2711 0 2480 2464 2491 | ACC: -2956 10376 12560 | GYRO: 769 -703 -1048 | GDP=1477.794
FLEX: 2714 0 2502 2545 2831 | ACC: -2924 10264 12916 | GYRO: 333 -892 -628 | GDP=1140.586
FLEX: 2717 0 2468 2477 2453 | ACC: -1960 9708 13104 | GYRO: 154 -580 -579 | GDP=833.881
FLEX: 2707 0 2552 2559 2747 | ACC: -2988 9896 13496 | GYRO: -10 -205 -736 | GDP=764.082
FLEX: 2755 0 2453 2484 2441 | ACC: -2360 9748 12928 | GYRO: -14 -776 -493 | GDP=919.468
FLEX: 2773 0 2627 2514 2823 | ACC: -2808 10052 12760 | GYRO: 93 171 -936 | GDP=956.026
FLEX: 2726 0 2470 2597 2467 | ACC: -3632 10024 13156 | GYRO: 603 112 -1047 | GDP=1213.409
