# label=T
# timestamp=1765872666.7150803
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
FLEX: 2207 2981 2760 2941 2945 | ACC: -5152 13108 -8116 | GYRO: 424 -87 105 | GDP=445.387
FLEX: 2174 2930 2837 2846 2925 | ACC: -5084 13228 -8240 | GYRO: 457 -63 130 | GDP=479.289
FLEX: 2258 2964 2753 2880 2928 | ACC: -5148 13164 -7992 | GYRO: 650 -539 112 | GDP=851.801
FLEX: 2191 2960 2761 2886 2854 | ACC: -5276 13192 -8256 | GYRO: 819 -285 301 | GDP=917.925
FLEX: 2247 2992 2768 2925 2935 | ACC: -5252 13108 -7876 | GYRO: 701 -113 527 | GDP=884.251
FLEX: 2107 2919 2802 2880 2915 | ACC: -4956 13252 -8388 | GYRO: -181 -838 253 | GDP=893.876
FLEX: 2186 2959 2847 2841 2949 | ACC: -5004 12988 -7176 | GYRO: 83 697 563 | GDP=899.815
FLEX: 2078 2951 2751 2913 2983 | ACC: -4388 13296 -8184 | GYRO: 155 757 663 | GDP=1018.157
FLEX: 2177 2914 2764 2911 2949 | ACC: -5032 12964 -6752 | GYRO: -483 2503 494 | GDP=2596.601
FLEX: 2125 2938 2832 2862 2977 | ACC: -3972 12788 -6772 | GYRO: -2068 1816 -570 | GDP=2810.583
FLEX: 2135 2949 2861 2892 2971 | ACC: -4264 12116 -5488 | GYRO: -1042 2325 -1491 | GDP=2952.028
FLEX: 2118 2973 2809 2887 2999 | ACC: -3984 12616 -6644 | GYRO: 797 3123 -1785 | GDP=3684.367
FLEX: 2145 2983 2799 2871 2983 | ACC: -4976 13068 -7696 | GYRO: 1612 2978 -1937 | GDP=3901.153
FLEX: 2112 2975 2849 2886 2964 | ACC: -5484 13448 -7584 | GYRO: 1756 3488 -1544 | GDP=4199.240
FLEX: 2100 2960 2798 2894 2955 | ACC: -5088 14212 -9484 | GYRO: 3492 -221 -1933 | GDP=3997.423
FLEX: 2110 2949 2835 2829 2946 | ACC: -5720 13588 -9316 | GYRO: 3270 -856 -1701 | GDP=3784.050
FLEX: 2055 2932 2768 2871 2990 | ACC: -5396 13896 -10916 | GYRO: 2387 105 -514 | GDP=2443.970
FLEX: 2154 2943 2807 2811 2949 | ACC: -5528 13256 -9680 | GYRO: 1793 -1080 -727 | GDP=2215.802
FLEX: 2112 2959 2823 2832 2937 | ACC: -5732 12880 -9312 | GYRO: 661 -738 172 | GDP=1005.559
FLEX: 2134 2966 2810 2864 2943 | ACC: -5524 12896 -9188 | GYRO: -132 -307 364 | GDP=494.135
FLEX: 2066 2941 2787 2861 2932 | ACC: -5788 12600 -8268 | GYRO: 2042 282 751 | GDP=2193.921
FLEX: 2130 2961 2811 2832 2951 | ACC: -5244 12516 -8232 | GYRO: 2230 856 1483 | GDP=2811.570
FLEX: 2042 2939 2817 2842 2918 | ACC: -4700 12296 -9084 | GYRO: 2119 5 1467 | GDP=2577.261
FLEX: 2153 2975 2778 2855 2923 | ACC: -4528 12344 -9776 | GYRO: 2221 39 487 | GDP=2274.100
FLEX: 2070 2973 2785 2869 2916 | ACC: -4332 12468 -9368 | GYRO: 2056 150 -20 | GDP=2061.562
FLEX: 2164 2975 2752 2847 2941 | ACC: -4568 12324 -9224 | GYRO: 1675 -472 -539 | GDP=1821.793
FLEX: 2064 2963 2768 2863 2899 | ACC: -5224 12316 -9872 | GYRO: 1319 644 -388 | GDP=1518.236
FLEX: 2189 2972 2786 2864 2939 | ACC: -4772 12352 -9676 | GYRO: 506 -228 -258 | GDP=612.033
FLEX: 2065 2957 2771 2837 2918 | ACC: -4768 12232 -9628 | GYRO: 637 8 -46 | GDP=638.709
FLEX: 2206 2933 2798 2827 2964 | ACC: -4812 12184 -9340 | GYRO: 345 -45 215 | GDP=408.993
FLEX: 2064 2943 2765 2843 2896 | ACC: -4828 12292 -9384 | GYRO: 580 -126 100 | GDP=601.894
FLEX: 2245 2971 2771 2875 2930 | ACC: -4796 12076 -9020 | GYRO: 166 447 484 | GDP=679.427
FLEX: 2096 2962 2754 2839 2918 | ACC: -4644 12344 -9768 | GYRO: 867 -58 183 | GDP=887.999
FLEX: 2235 2975 2741 2870 2927 | ACC: -4484 12256 -9568 | GYRO: 398 -93 61 | GDP=413.248
FLEX: 2078 2987 2782 2807 2917 | ACC: -4632 12192 -9248 | GYRO: 1200 161 186 | GDP=1224.956
FLEX: 2209 2944 2784 2862 2928 | ACC: -4824 12352 -9724 | GYRO: 580 -174 -117 | GDP=616.737
FLEX: 2033 2974 2815 2850 2953 | ACC: -4976 12396 -9744 | GYRO: 941 -29 73 | GDP=944.273
FLEX: 2247 2958 2768 2814 2930 | ACC: -4992 12604 -9936 | GYRO: -171 47 188 | GDP=258.445
FLEX: 2020 2980 2777 2855 2915 | ACC: -4812 12724 -10120 | GYRO: -143 135 361 | GDP=411.090
FLEX: 2256 2923 2786 2866 2970 | ACC: -4636 12440 -9516 | GYRO: -433 -350 -319 | GDP=641.677
FLEX: 2097 2947 2797 2849 2944 | ACC: -4612 12228 -8972 | GYRO: -208 -21 160 | GDP=263.258
FLEX: 2285 2958 2779 2830 2913 | ACC: -4708 12312 -9036 | GYRO: -349 -417 -96 | GDP=552.183
FLEX: 2059 2974 2757 2853 2928 | ACC: -4660 12364 -8512 | GYRO: 276 -301 113 | GDP=423.729
FLEX: 2254 2996 2711 2851 2928 | ACC: -4312 12452 -8844 | GYRO: 728 -194 -45 | GDP=754.748
FLEX: 2075 2974 2764 2824 2899 | ACC: -4508 12144 -8436 | GYRO: 971 -701 -633 | GDP=1354.596
FLEX: 2288 2967 2737 2832 2914 | ACC: -4616 12268 -8744 | GYRO: 1339 196 -340 | GDP=1395.327
FLEX: 2096 2965 2765 2865 2913 | ACC: -4948 12596 -9268 | GYRO: 1048 -292 -492 | GDP=1193.998
FLEX: 2277 2953 2784 2855 2914 | ACC: -5144 12624 -9604 | GYRO: 1238 -68 -233 | GDP=1261.569
FLEX: 2121 2946 2787 2800 2902 | ACC: -5272 12588 -9460 | GYRO: 854 -69 -172 | GDP=873.877
FLEX: 2267 2959 2641 2848 2901 | ACC: -5032 12584 -9672 | GYRO: 880 -436 -92 | GDP=986.387
FLEX: 2096 2975 2764 2816 2922 | ACC: -4904 12792 -10076 | GYRO: 752 183 175 | GDP=793.485
FLEX: 2314 2970 2779 2839 2917 | ACC: -4632 12664 -9528 | GYRO: 167 -613 -317 | GDP=710.033
FLEX: 2055 2955 2758 2829 2915 | ACC: -4736 12504 -9496 | GYRO: 18 -218 -206 | GDP=300.473
FLEX: 2320 2973 2753 2834 2930 | ACC: -5436 12352 -9188 | GYRO: 353 -124 59 | GDP=378.769
FLEX: 2114 2983 2768 2848 2915 | ACC: -5556 12744 -9256 | GYRO: -199 -310 181 | GDP=410.441
FLEX: 2290 2931 2912 2858 2811 | ACC: -5980 13192 -9404 | GYRO: -123 -397 987 | GDP=1070.938
FLEX: 2085 2971 2752 2849 2893 | ACC: -5380 13468 -10708 | GYRO: 25 -64 1878 | GDP=1879.256
FLEX: 2295 2960 2762 2826 2902 | ACC: -5652 13412 -9800 | GYRO: -1369 -36 2193 | GDP=2585.480
FLEX: 2093 2950 2782 2844 2898 | ACC: -5080 13376 -9304 | GYRO: -1998 -529 2574 | GDP=3301.109
FLEX: 2302 2965 2773 2829 2911 | ACC: -4708 13032 -7884 | GYRO: -2254 -437 2766 | GDP=3594.752
FLEX: 2110 2955 2745 2835 2903 | ACC: -4284 13128 -7464 | GYRO: -929 -911 3071 | GDP=3335.267
FLEX: 2320 2929 2757 2787 2875 | ACC: -4296 13340 -7552 | GYRO: -387 -2105 2705 | GDP=3449.322
FLEX: 2103 2981 2777 2822 2919 | ACC: -4804 13692 -7764 | GYRO: -61 -3048 2600 | GDP=4006.747
FLEX: 2311 2984 2751 2832 2919 | ACC: -5808 14260 -8100 | GYRO: -1358 -5926 2566 | GDP=6598.939
FLEX: 2103 2961 2768 2801 2911 | ACC: -5108 14532 -8532 | GYRO: -1562 -3071 4461 | GDP=5636.613
FLEX: 2294 2928 2759 2849 2906 | ACC: -5124 13952 -6772 | GYRO: -2407 -4518 4742 | GDP=6978.004
FLEX: 2117 2967 2763 2812 2913 | ACC: -2360 14504 -7792 | GYRO: -1632 -4160 5402 | GDP=7010.751
FLEX: 2263 2969 2771 2830 2919 | ACC: -3824 14056 -5764 | GYRO: -1520 -4335 5770 | GDP=7375.332
FLEX: 2136 2957 2759 2932 2896 | ACC: -1084 14392 -6156 | GYRO: -1663 -7523 4453 | GDP=8898.894
FLEX: 2281 2954 2768 2874 2906 | ACC: -1984 14268 -4832 | GYRO: -1334 -7192 4304 | GDP=8486.980
FLEX: 2160 2978 2752 2854 2918 | ACC: -816 14588 -4508 | GYRO: -2052 -10235 2612 | GDP=10760.505
FLEX: 2320 2979 2707 2941 2883 | ACC: -1948 14536 -3600 | GYRO: -557 -946 4019 | GDP=4166.236
FLEX: 2118 2950 2748 2858 2865 | ACC: -1768 15132 -3908 | GYRO: -432 -3760 3605 | GDP=5226.877
FLEX: 2306 2994 2791 2861 2883 | ACC: -820 15156 -4568 | GYRO: 894 164 4358 | GDP=4451.774
FLEX: 2097 2986 2758 2903 3033 | ACC: -464 15224 -4272 | GYRO: 437 -2357 3683 | GDP=4394.418
FLEX: 2319 2997 2752 2822 3071 | ACC: 600 15048 -3624 | GYRO: -168 -582 3425 | GDP=3478.156
FLEX: 2118 2998 2704 2813 2921 | ACC: 1708 14496 -2572 | GYRO: 674 -1236 2664 | GDP=3013.116
FLEX: 2250 2903 2742 2838 2915 | ACC: 2596 13796 -2616 | GYRO: 3573 4348 3324 | GDP=6536.085
FLEX: 2009 2955 2684 2854 2958 | ACC: -540 14932 -3520 | GYRO: 6162 4155 3189 | GDP=8087.273
FLEX: 2218 2949 2695 2885 2915 | ACC: -632 15568 -5796 | GYRO: 6263 4080 3774 | GDP=8373.448
FLEX: 2160 2970 2758 2788 3005 | ACC: -128 15812 -7880 | GYRO: 5099 3638 4906 | GDP=7956.361
FLEX: 2224 2944 2656 2810 2864 | ACC: 2792 15252 -8360 | GYRO: 3390 1247 3978 | GDP=5373.229
FLEX: 2319 2973 2785 2801 2885 | ACC: 4344 14992 -8604 | GYRO: 1262 -442 2102 | GDP=2491.267
FLEX: 2235 2992 2752 2865 2969 | ACC: 4892 14612 -8216 | GYRO: 87 -919 690 | GDP=1152.489
FLEX: 2175 2932 2752 2875 2877 | ACC: 4972 14368 -7308 | GYRO: -220 738 116 | GDP=778.781
FLEX: 2211 2928 2778 2887 2902 | ACC: 5048 14376 -6764 | GYRO: -370 328 -1310 | GDP=1400.208
FLEX: 2176 3018 2748 2860 2893 | ACC: 4836 14276 -6544 | GYRO: -137 1692 -2365 | GDP=2911.161
FLEX: 2229 2970 2787 2834 2869 | ACC: 2484 14532 -5960 | GYRO: -360 246 -3747 | GDP=3772.284
FLEX: 2169 2979 2771 2767 2946 | ACC: 2620 14608 -5844 | GYRO: -593 2275 -3341 | GDP=4085.285
FLEX: 2194 2943 2767 2834 2887 | ACC: 1336 14796 -5776 | GYRO: -1517 1993 -3919 | GDP=4651.011
FLEX: 2170 2995 2779 2817 2890 | ACC: 932 15284 -6204 | GYRO: -1685 3417 -3346 | GDP=5070.585
FLEX: 2158 2976 2747 2821 2884 | ACC: 1348 15452 -5816 | GYRO: -1435 4448 -2504 | GDP=5302.258
FLEX: 2202 2949 2765 2835 2897 | ACC: 972 14852 -5684 | GYRO: 642 2017 -2564 | GDP=3324.838
FLEX: 2175 2965 2779 2813 2928 | ACC: 2660 14132 -6056 | GYRO: 1011 5869 -990 | GDP=6037.167
FLEX: 2160 2970 2747 2819 2929 | ACC: 4260 14444 -5368 | GYRO: 1042 4380 -2257 | GDP=5036.290
FLEX: 2154 2975 2766 2853 2894 | ACC: 2728 14304 -4728 | GYRO: 2464 5869 -4031 | GDP=7534.283
FLEX: 2189 2962 2775 2851 2928 | ACC: 1144 14872 -4716 | GYRO: 2127 2655 -6110 | GDP=6993.229
FLEX: 2101 2992 2768 2833 2921 | ACC: -92 16292 -5028 | GYRO: 1278 4438 -6616 | GDP=8068.493
FLEX: 2202 2944 2787 2846 2931 | ACC: -3988 15516 -4968 | GYRO: -1065 393 -9053 | GDP=9123.896
FLEX: 2143 2976 2757 2883 2886 | ACC: -5508 15452 -5940 | GYRO: -662 1926 -5463 | GDP=5830.273
FLEX: 2208 2935 2767 2881 2902 | ACC: -3900 15732 -5648 | GYRO: -831 973 -2951 | GDP=3216.472
FLEX: 2138 2965 2750 2838 2932 | ACC: -3352 15280 -5200 | GYRO: -712 -1911 -3981 | GDP=4472.944
FLEX: 2202 2972 2791 2833 2906 | ACC: -2968 14596 -4256 | GYRO: 863 285 -1699 | GDP=1926.810
FLEX: 2128 2960 2807 2861 2891 | ACC: -1852 15032 -5984 | GYRO: 1946 2125 273 | GDP=2894.317
FLEX: 2177 2935 2771 2871 2914 | ACC: -1548 15048 -5072 | GYRO: 2579 3095 990 | GDP=4148.538
FLEX: 2105 2962 2767 2845 2880 | ACC: -1888 15556 -5112 | GYRO: 1526 2889 592 | GDP=3320.461
FLEX: 2185 2943 2755 2867 2928 | ACC: -3144 13268 -4728 | GYRO: 3528 3187 853 | GDP=4830.255
FLEX: 2090 2941 2781 2864 2939 | ACC: -704 14100 -6192 | GYRO: 1974 5098 464 | GDP=5486.490
FLEX: 2218 2948 2741 2832 2943 | ACC: -2692 14668 -6244 | GYRO: 6647 -279 -2022 | GDP=6953.340
FLEX: 2099 2990 2822 2783 2903 | ACC: -5048 14704 -5912 | GYRO: 2215 -1158 -2494 | GDP=3530.896
FLEX: 2195 2959 2787 2843 2893 | ACC: -3728 14644 -6804 | GYRO: 6388 -1402 -536 | GDP=6561.970
FLEX: 2080 2946 2742 2835 2928 | ACC: -3236 13320 -5276 | GYRO: 7564 -1155 610 | GDP=7675.951
FLEX: 2210 2954 2768 2853 2931 | ACC: -1756 13740 -8928 | GYRO: 5231 -1164 -257 | GDP=5365.101
FLEX: 2083 2951 2768 2848 2935 | ACC: -2168 12548 -8536 | GYRO: 7941 829 -124 | GDP=7985.117
FLEX: 2218 2959 2770 2864 2927 | ACC: -1324 13308 -10552 | GYRO: 3142 806 -1169 | GDP=3447.950
FLEX: 2070 2953 2775 2848 2896 | ACC: -1736 13980 -12472 | GYRO: 3464 502 -1177 | GDP=3692.781
FLEX: 2214 2962 2752 2837 2915 | ACC: -3012 13136 -10952 | GYRO: 3473 2873 -920 | GDP=4600.246
FLEX: 2061 2950 2769 2834 2889 | ACC: -2628 13112 -10996 | GYRO: 2058 -3015 -1275 | GDP=3866.680
FLEX: 2250 2960 2811 2835 2906 | ACC: -4928 12508 -8464 | GYRO: 2951 -80 -823 | GDP=3064.658
FLEX: 2089 2931 2741 2864 2879 | ACC: -3184 12768 -10224 | GYRO: 517 443 -673 | GDP=957.323
FLEX: 2275 2949 2772 2867 2906 | ACC: -2700 11984 -9752 | GYRO: 4227 -2158 286 | GDP=4754.607
FLEX: 2088 2915 2755 2870 2928 | ACC: -2888 11876 -10456 | GYRO: 314 -690 -1456 | GDP=1641.533
FLEX: 2256 2947 2779 2862 2919 | ACC: -2124 11948 -10940 | GYRO: 3597 -783 114 | GDP=3683.001
FLEX: 2064 2973 2765 2857 2908 | ACC: -2528 12052 -11140 | GYRO: 1515 144 -978 | GDP=1808.990
FLEX: 2281 2944 2761 2823 2906 | ACC: -3004 11896 -10688 | GYRO: 989 -1953 -657 | GDP=2285.603
FLEX: 2042 2987 2783 2849 2894 | ACC: -4036 11876 -10680 | GYRO: -171 -2720 -2329 | GDP=3584.952
FLEX: 2294 2986 2790 2837 2864 | ACC: -3876 11424 -10328 | GYRO: 3856 -957 -1381 | GDP=4206.156
FLEX: 2112 2965 2787 2825 2921 | ACC: -3424 11592 -10920 | GYRO: 465 -3153 -2046 | GDP=3787.314
FLEX: 2346 2988 2782 2849 2907 | ACC: -4496 11308 -10668 | GYRO: 1482 -2193 -1492 | GDP=3038.361
FLEX: 2113 3003 2788 2811 2896 | ACC: -4484 11564 -11300 | GYRO: 1402 -857 -929 | GDP=1887.616
FLEX: 2352 2960 2800 2853 2903 | ACC: -5004 11812 -11736 | GYRO: 1602 39 -475 | GDP=1671.392
FLEX: 2086 2971 2768 2821 2886 | ACC: -4584 11364 -11020 | GYRO: 1245 206 -80 | GDP=1264.461
FLEX: 2358 3007 2753 2845 2909 | ACC: -4880 11664 -11524 | GYRO: 739 -1090 -189 | GDP=1330.392
FLEX: 2119 2961 2731 2852 2881 | ACC: -4720 11180 -10840 | GYRO: 828 -452 16 | GDP=943.474
FLEX: 2419 2991 2762 2842 2895 | ACC: -4320 11340 -11444 | GYRO: 398 -3 245 | GDP=467.374
FLEX: 2078 2978 2736 2827 2909 | ACC: -4416 11112 -10892 | GYRO: 767 408 178 | GDP=886.813
FLEX: 2385 2961 2752 2862 2956 | ACC: -4412 11156 -10680 | GYRO: 647 948 496 | GDP=1250.332
FLEX: 2068 2962 2747 2835 2896 | ACC: -4308 11052 -10672 | GYRO: 1305 1108 423 | GDP=1763.411
FLEX: 2343 2980 2750 2834 2923 | ACC: -4144 11160 -10940 | GYRO: 724 604 45 | GDP=943.937
FLEX: 2064 2960 2765 2835 2895 | ACC: -3848 11096 -11252 | GYRO: 464 599 -335 | GDP=828.446
FLEX: 2318 2966 2751 2821 2851 | ACC: -4200 11328 -11156 | GYRO: 592 217 -300 | GDP=698.250
FLEX: 2017 2977 2750 2837 2890 | ACC: -4288 11304 -11068 | GYRO: 501 -65 -125 | GDP=520.433
FLEX: 2324 2982 2736 2816 2902 | ACC: -4356 11360 -11432 | GYRO: 488 759 246 | GDP=935.276
FLEX: 2032 2966 2757 2844 2878 | ACC: -4188 11288 -10928 | GYRO: 203 420 217 | GDP=514.488
FLEX: 2370 2973 2752 2846 2896 | ACC: -4076 11320 -11260 | GYRO: -153 731 316 | GDP=810.941
FLEX: 2026 2950 2737 2844 2879 | ACC: -4380 11432 -10880 | GYRO: 117 752 627 | GDP=986.064
FLEX: 2319 2971 2757 2867 2895 | ACC: -3876 11348 -10824 | GYRO: -50 361 398 | GDP=539.653
FLEX: 2039 2977 2763 2810 2883 | ACC: -3684 11300 -10480 | GYRO: -215 385 274 | GDP=519.159
FLEX: 2307 2960 2750 2809 2889 | ACC: -3640 11472 -10868 | GYRO: 175 198 254 | GDP=366.531
FLEX: 2018 2959 2726 2818 2889 | ACC: -3312 11448 -10588 | GYRO: 100 35 -119 | GDP=159.330
FLEX: 2310 2955 2767 2837 2896 | ACC: -3732 11428 -10248 | GYRO: 653 227 -46 | GDP=692.859
FLEX: 2039 2960 2768 2859 2926 | ACC: -3688 11640 -10612 | GYRO: 742 -177 -188 | GDP=785.644
FLEX: 2284 2959 2766 2821 2901 | ACC: -3764 11584 -10768 | GYRO: 781 771 133 | GDP=1105.482
FLEX: 2066 2959 2771 2817 2933 | ACC: -3588 11620 -10968 | GYRO: 531 75 6 | GDP=536.304
FLEX: 2288 2970 2781 2826 2912 | ACC: -3744 11724 -11048 | GYRO: 421 156 106 | GDP=461.317
FLEX: 2073 2993 2788 2827 2887 | ACC: -3580 11552 -10616 | GYRO: 380 -16 12 | GDP=380.526
FLEX: 2288 2956 2769 2823 2876 | ACC: -3516 11520 -10596 | GYRO: 278 78 -3 | GDP=288.751
FLEX: 2044 2967 2755 2809 2817 | ACC: -3708 11600 -10440 | GYRO: 439 638 194 | GDP=798.374
FLEX: 2256 2954 2770 2835 2899 | ACC: -3288 11708 -11000 | GYRO: 256 281 -253 | GDP=456.625
FLEX: 2061 2923 2754 2800 2852 | ACC: -3568 11760 -10824 | GYRO: 608 408 20 | GDP=732.481
FLEX: 2263 2957 2704 2862 2880 | ACC: -3632 11708 -10896 | GYRO: 421 345 -52 | GDP=546.781
FLEX: 2032 2864 2811 2835 2933 | ACC: -3536 11888 -10884 | GYRO: -82 490 -57 | GDP=500.073
FLEX: 2275 2981 2795 2832 2911 | ACC: -3248 11880 -10848 | GYRO: 432 283 106 | GDP=527.209
FLEX: 2139 2978 2785 2860 2902 | ACC: -3280 11740 -10684 | GYRO: -340 154 -169 | GDP=409.728
FLEX: 2262 2846 2732 2820 2881 | ACC: -3372 11872 -10784 | GYRO: 104 210 -162 | GDP=284.886
FLEX: 2131 2893 2796 2758 2887 | ACC: -3556 11924 -10408 | GYRO: 28 -120 -211 | GDP=244.346
FLEX: 2250 2947 2823 2807 2893 | ACC: -3784 12052 -10548 | GYRO: 131 36 143 | GDP=197.246
FLEX: 2189 2962 2761 2845 2864 | ACC: -3820 12256 -10824 | GYRO: -141 85 349 | GDP=385.885
FLEX: 2218 2970 2779 2881 2906 | ACC: -3548 12180 -10760 | GYRO: -80 222 583 | GDP=628.946
FLEX: 2047 2954 2785 2816 2899 | ACC: -3256 12116 -10684 | GYRO: -293 365 656 | GDP=805.860
FLEX: 2263 2934 2786 2815 2831 | ACC: -3364 12260 -10588 | GYRO: -190 357 685 | GDP=795.471
FLEX: 2117 2995 2720 2851 2971 | ACC: -3460 12316 -10384 | GYRO: -578 268 846 | GDP=1059.068
FLEX: 2259 2927 2735 2887 2914 | ACC: -3264 12584 -9928 | GYRO: -708 145 1132 | GDP=1343.024
FLEX: 2146 2946 2786 2845 2858 | ACC: -3060 12364 -10100 | GYRO: -784 383 1480 | GDP=1718.064
FLEX: 2160 2997 2737 2819 2919 | ACC: -2888 12928 -10588 | GYRO: -1028 486 1548 | GDP=1920.751
FLEX: 2103 2912 2739 2803 2935 | ACC: -2720 13184 -10120 | GYRO: -1438 703 1808 | GDP=2414.729
FLEX: 2149 2950 2725 2783 2966 | ACC: -1892 13008 -9808 | GYRO: -1918 504 1639 | GDP=2572.754
FLEX: 2131 2957 2742 2816 2874 | ACC: -1568 12984 -9472 | GYRO: -2020 431 1321 | GDP=2451.775
FLEX: 2132 2946 2766 2863 2903 | ACC: -1508 12828 -8488 | GYRO: -2152 221 486 | GDP=2217.237
FLEX: 2138 2974 2770 2778 2903 | ACC: -1992 13044 -8076 | GYRO: -1861 551 497 | GDP=2003.480
FLEX: 2128 2989 2761 2845 2853 | ACC: -2236 13288 -7776 | GYRO: -1000 203 433 | GDP=1108.467
FLEX: 2195 2983 2762 2818 2894 | ACC: -1848 13236 -7732 | GYRO: -473 23 746 | GDP=883.614
FLEX: 2082 2948 2766 2809 2921 | ACC: -1360 13176 -7676 | GYRO: 153 -216 437 | GDP=510.915
FLEX: 2205 2977 2784 2823 2896 | ACC: -1372 13780 -8468 | GYRO: 368 -121 164 | GDP=420.667
FLEX: 2106 2970 2787 2840 2896 | ACC: -1576 13704 -8184 | GYRO: -41 -294 -290 | GDP=414.990
FLEX: 2194 2978 2766 2801 2882 | ACC: -1672 13892 -8280 | GYRO: 756 161 -121 | GDP=782.367
FLEX: 2105 2950 2786 2861 2897 | ACC: -1412 14048 -7996 | GYRO: 409 -97 -391 | GDP=574.083
FLEX: 2209 2949 2791 2882 2898 | ACC: -1664 14112 -8444 | GYRO: 804 55 -249 | GDP=843.470
FLEX: 2103 2954 2753 2834 2901 | ACC: -1948 13864 -8360 | GYRO: 557 48 -330 | GDP=649.194
FLEX: 2179 2960 2750 2823 2930 | ACC: -1716 14240 -8772 | GYRO: 679 70 -318 | GDP=753.037
FLEX: 2069 2943 2769 2827 2896 | ACC: -1968 14180 -8852 | GYRO: 195 441 -262 | GDP=548.771
FLEX: 2210 2963 2751 2826 2887 | ACC: -1924 13788 -8032 | GYRO: 465 -44 -355 | GDP=586.674
FLEX: 2080 2949 2769 2815 2847 | ACC: -2016 13720 -7780 | GYRO: 248 151 -173 | GDP=337.985
FLEX: 2227 2957 2779 2819 2992 | ACC: -2096 13832 -8276 | GYRO: 940 125 -120 | GDP=955.837
FLEX: 2047 2947 2739 2830 2857 | ACC: -1972 13896 -8220 | GYRO: 575 259 -13 | GDP=630.773
FLEX: 2224 2951 2784 2818 2817 | ACC: -1708 14100 -8696 | GYRO: 826 100 69 | GDP=834.887
FLEX: 2063 2955 2761 2837 2921 | ACC: -1552 14048 -8720 | GYRO: -33 -82 -324 | GDP=335.841
FLEX: 2235 2934 2768 2837 2896 | ACC: -760 14244 -9844 | GYRO: -158 648 -314 | GDP=737.200
FLEX: 2047 2989 2768 2843 2901 | ACC: -840 13920 -8660 | GYRO: -1018 -157 -1275 | GDP=1639.084
FLEX: 2245 2947 2768 2822 2880 | ACC: -1556 13668 -8040 | GYRO: -776 572 -1416 | GDP=1713.014
