# label=Five
# timestamp=1763135471.222154
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
FLEX: 2343 2032 2137 1903 2099 | ACC: -7332 14844 2716 | GYRO: 2182 17411 5675 | GDP=18442.062
FLEX: 2331 2031 2128 1915 2091 | ACC: -5924 14916 784 | GYRO: 401 11680 6101 | GDP=13183.528
FLEX: 2342 2031 2137 1904 2096 | ACC: -5004 15176 -500 | GYRO: -180 13792 4682 | GDP=14566.152
FLEX: 2343 2001 2154 1918 2097 | ACC: -4936 15100 -224 | GYRO: -2132 13380 4255 | GDP=14201.227
FLEX: 2319 2029 2150 1933 2096 | ACC: -4844 14796 356 | GYRO: -1651 13916 3493 | GDP=14442.365
FLEX: 2303 2001 2149 1898 2062 | ACC: -5092 15420 1068 | GYRO: -320 11243 2292 | GDP=11478.707
FLEX: 2320 1990 2133 1915 2115 | ACC: -4396 15684 608 | GYRO: 452 8278 1009 | GDP=8351.507
FLEX: 2320 2021 2143 1936 2078 | ACC: -5136 15144 2376 | GYRO: 871 1709 139 | GDP=1923.186
FLEX: 2315 2035 2139 1918 2112 | ACC: -3052 15340 -2020 | GYRO: 1234 -921 -876 | GDP=1771.545
FLEX: 2309 2034 2149 1919 2077 | ACC: -6228 15952 -880 | GYRO: 1203 84 -1879 | GDP=2232.690
FLEX: 2326 2025 2127 1920 2087 | ACC: -6392 15672 -1336 | GYRO: 629 -2577 -960 | GDP=2821.023
FLEX: 2326 2027 2155 1925 2103 | ACC: -5884 15568 -2052 | GYRO: 662 -242 -731 | GDP=1015.465
FLEX: 2298 2023 2149 1927 2113 | ACC: -8000 15756 1536 | GYRO: -448 -9069 -691 | GDP=9106.313
FLEX: 2315 2013 2160 1937 2097 | ACC: -4732 15112 -3796 | GYRO: -1188 -24513 749 | GDP=24553.197
FLEX: 2327 2046 2133 1936 2117 | ACC: -15956 15052 4712 | GYRO: 3036 -32768 -99 | GDP=32908.492
FLEX: 2320 2021 2138 1917 2109 | ACC: -11416 15416 -8444 | GYRO: -7553 -32768 12435 | GDP=35852.738
FLEX: 2337 2017 2099 1936 2107 | ACC: 2608 13280 -6592 | GYRO: -7680 -32768 13506 | GDP=36264.809
FLEX: 2321 2011 2129 1915 2097 | ACC: 9892 11892 4312 | GYRO: -10213 -21032 8896 | GDP=25015.779
FLEX: 2353 2059 2160 1914 2085 | ACC: 7872 13872 9824 | GYRO: -3776 -5531 5219 | GDP=8490.471
FLEX: 2354 2007 2149 1917 2106 | ACC: 6676 14652 9292 | GYRO: -1132 -8109 2332 | GDP=8513.256
FLEX: 2352 2003 2145 1941 2084 | ACC: 6348 14276 8760 | GYRO: -897 -12 1630 | GDP=1860.552
FLEX: 2357 2019 2139 1904 2093 | ACC: 5736 12820 8348 | GYRO: 656 -3865 772 | GDP=3995.566
FLEX: 2363 2043 2112 1934 2054 | ACC: 5192 12880 6840 | GYRO: 535 645 -873 | GDP=1210.115
FLEX: 2341 2017 2145 1915 2097 | ACC: 5256 12188 5868 | GYRO: 434 -1022 -1594 | GDP=1942.595
FLEX: 2352 2029 2145 1927 2094 | ACC: 5080 12312 5304 | GYRO: -607 2836 -1374 | GDP=3209.240
FLEX: 2357 1997 2157 1935 2095 | ACC: 4728 14688 6796 | GYRO: -1216 1086 -1131 | GDP=1984.241
FLEX: 2368 2046 2147 1936 2109 | ACC: 5400 15564 9884 | GYRO: -1960 658 572 | GDP=2145.168
FLEX: 2352 2032 2135 1930 2083 | ACC: 7140 16632 8708 | GYRO: -1778 -4994 3161 | GDP=6171.972
FLEX: 2359 2016 2149 1934 2102 | ACC: 6048 14632 8560 | GYRO: -3277 -3046 3841 | GDP=5896.620
FLEX: 2346 2029 2125 1926 2118 | ACC: 4724 12956 7524 | GYRO: -5470 -5685 7320 | GDP=10762.088
FLEX: 2358 2032 2151 1887 2095 | ACC: 6572 11168 5780 | GYRO: -7273 -5880 9988 | GDP=13683.240
FLEX: 2335 1987 2141 1909 2087 | ACC: 8228 8036 6068 | GYRO: -8930 -3963 11039 | GDP=14741.431
FLEX: 2331 2032 2151 1943 2085 | ACC: 9160 8000 8708 | GYRO: -9101 -6554 12020 | GDP=16439.693
FLEX: 2359 2022 2130 1908 2096 | ACC: 13112 5132 11328 | GYRO: -8180 -4983 9628 | GDP=13580.908
FLEX: 2365 1995 2147 1919 2111 | ACC: 13224 5936 12296 | GYRO: -3636 -4400 6366 | GDP=8550.230
FLEX: 2332 2045 2151 1903 2091 | ACC: 14880 5532 10992 | GYRO: -1308 -2265 2355 | GDP=3519.533
FLEX: 2343 2022 2164 1925 2107 | ACC: 14400 5840 11144 | GYRO: 2138 2271 -1110 | GDP=3310.677
FLEX: 2347 2025 2135 1907 2099 | ACC: 12744 6340 10648 | GYRO: 4763 6214 -5893 | GDP=9799.358
FLEX: 2352 2022 2126 1934 2103 | ACC: 11132 6780 9460 | GYRO: 5948 9787 -6326 | GDP=13083.667
FLEX: 2347 2013 2141 1889 2094 | ACC: 9468 7720 10000 | GYRO: 7476 10413 -8087 | GDP=15156.540
FLEX: 2331 2010 2121 1939 2096 | ACC: 10944 6940 7128 | GYRO: 8498 21768 -10169 | GDP=25484.709
FLEX: 2334 2017 2140 1879 2094 | ACC: 2772 8428 12788 | GYRO: 11600 30001 -12011 | GDP=34334.883
FLEX: 2352 2017 2152 1927 2112 | ACC: 2308 9912 6928 | GYRO: 13576 29108 -10584 | GDP=33817.223
FLEX: 2327 2008 2143 1904 2093 | ACC: -5408 15036 10728 | GYRO: 10653 23524 -7606 | GDP=26920.555
FLEX: 2351 2057 2134 1944 2070 | ACC: -1544 16148 6460 | GYRO: 6861 10551 -3449 | GDP=13049.618
FLEX: 2340 2018 2118 1917 2097 | ACC: -5316 17208 11468 | GYRO: 1451 9360 -608 | GDP=9491.294
FLEX: 2336 2042 2159 1969 2096 | ACC: -2916 14380 9724 | GYRO: 667 826 2650 | GDP=2854.762
FLEX: 2317 2027 2145 1909 2112 | ACC: -1676 12660 9032 | GYRO: 581 5937 1402 | GDP=6127.898
FLEX: 2342 2016 2139 1947 2102 | ACC: -3004 12448 9728 | GYRO: 2945 8242 474 | GDP=8765.173
FLEX: 2333 2037 2144 1886 2099 | ACC: -1080 13012 5084 | GYRO: 3430 8918 -469 | GDP=9566.377
FLEX: 2353 2031 2142 1945 2117 | ACC: -4128 12452 6548 | GYRO: 2134 19279 -2245 | GDP=19526.234
FLEX: 2362 2019 2135 1919 2090 | ACC: -2304 12508 1300 | GYRO: 3491 26092 -3614 | GDP=26571.422
FLEX: 2365 2035 2142 1966 2096 | ACC: -11924 13928 9476 | GYRO: 2951 25233 -5362 | GDP=25964.664
FLEX: 2352 2026 2130 1915 2096 | ACC: -10120 15280 4708 | GYRO: 2658 8141 -1451 | GDP=8685.979
FLEX: 2361 2031 2139 1922 2112 | ACC: -10388 14680 5276 | GYRO: 274 8748 -538 | GDP=8768.810
FLEX: 2350 2032 2130 1911 2077 | ACC: -10520 14432 5620 | GYRO: 2230 -329 755 | GDP=2377.218
FLEX: 2374 2057 2165 1964 2107 | ACC: -6612 14548 1612 | GYRO: 844 -1074 487 | GDP=1450.166
FLEX: 2352 2055 2126 1956 2098 | ACC: -8068 14196 3392 | GYRO: -1569 -997 -760 | GDP=2008.325
FLEX: 2367 2063 2157 1954 2101 | ACC: -7220 13180 2788 | GYRO: -4614 -8244 -1807 | GDP=9618.616
FLEX: 2349 2061 2160 1923 2094 | ACC: -5620 11804 3088 | GYRO: -9828 -4417 -4721 | GDP=11763.813
FLEX: 2352 2057 2145 1936 2107 | ACC: -6868 10984 4908 | GYRO: -11478 -8103 -7723 | GDP=16032.711
FLEX: 2363 2045 2143 1917 2095 | ACC: -8704 9508 8312 | GYRO: -11833 -5610 -7713 | GDP=15198.104
FLEX: 2349 2017 2145 1959 2098 | ACC: -11668 9392 11872 | GYRO: -5647 -2878 -5254 | GDP=8232.618
FLEX: 2326 2034 2128 1922 2075 | ACC: -12544 10224 11148 | GYRO: -1103 -1249 -2337 | GDP=2870.223
FLEX: 2342 2058 2151 1961 2111 | ACC: -11512 10296 10468 | GYRO: 2044 -1018 860 | GDP=2440.053
FLEX: 2342 2031 2128 1907 2096 | ACC: -10488 10944 9928 | GYRO: 3156 -879 2738 | GDP=4269.616
FLEX: 2353 2000 2133 1945 2111 | ACC: -9396 11016 9604 | GYRO: 4954 -2171 3589 | GDP=6491.246
FLEX: 2330 2046 2128 1921 2096 | ACC: -9656 10820 9732 | GYRO: 5122 -7873 4404 | GDP=10373.728
FLEX: 2354 2046 2140 1971 2095 | ACC: -8892 10160 10468 | GYRO: 6170 -13247 5119 | GDP=15484.059
FLEX: 2339 2047 2128 1907 2093 | ACC: -9604 9652 10980 | GYRO: 9300 -31222 6079 | GDP=33139.969
FLEX: 2363 2029 2153 1957 2099 | ACC: -1540 11016 1532 | GYRO: 7176 -32768 5917 | GDP=34062.410
FLEX: 2353 2046 2129 1937 2089 | ACC: 2532 14088 4316 | GYRO: 2180 -4875 766 | GDP=5394.885
FLEX: 2352 2034 2170 1946 2113 | ACC: -780 15748 11128 | GYRO: 515 -1506 420 | GDP=1646.105
FLEX: 2341 2035 2138 1951 2081 | ACC: 1824 15252 9660 | GYRO: -1043 -287 857 | GDP=1380.097
FLEX: 2338 2044 2145 1962 2090 | ACC: -424 13968 11604 | GYRO: 238 7051 -87 | GDP=7055.552
FLEX: 2340 2035 2141 1889 2093 | ACC: -1644 12780 10368 | GYRO: 1659 2394 481 | GDP=2952.097
FLEX: 2344 2028 2128 1951 2106 | ACC: -524 12244 6272 | GYRO: 1397 11542 -45 | GDP=11626.324
FLEX: 2350 2035 2145 1921 2096 | ACC: -1672 11444 5144 | GYRO: 325 20388 -1623 | GDP=20455.080
FLEX: 2351 2017 2109 1911 2107 | ACC: -3804 11904 5124 | GYRO: -1511 20509 -3594 | GDP=20876.279
FLEX: 2341 2036 2143 1918 2075 | ACC: -5840 12280 8660 | GYRO: -4822 10206 -4513 | GDP=12156.532
FLEX: 2345 2059 2141 1942 2109 | ACC: -9800 12892 13444 | GYRO: -3682 1348 -3059 | GDP=4973.099
FLEX: 2329 2033 2129 1911 2047 | ACC: -9396 13472 12700 | GYRO: -247 -703 -344 | GDP=820.703
FLEX: 2357 2032 2144 1952 2133 | ACC: -8076 13184 11064 | GYRO: 1871 -46 1228 | GDP=2238.469
FLEX: 2339 2032 2130 1919 2075 | ACC: -7252 11828 9836 | GYRO: 2801 -634 2528 | GDP=3826.009
FLEX: 2384 2029 2143 1967 2124 | ACC: -5788 10912 8120 | GYRO: 4197 135 3100 | GDP=5219.486
FLEX: 2342 2019 2141 1929 2075 | ACC: -4596 10300 8044 | GYRO: 4755 1254 2225 | GDP=5397.515
FLEX: 2337 2055 2115 1968 2096 | ACC: -3496 10212 6832 | GYRO: 6063 1738 -2412 | GDP=6752.655
FLEX: 2335 1999 2127 1918 2096 | ACC: -3532 11724 3148 | GYRO: 5669 5642 -4751 | GDP=9302.780
FLEX: 2342 2038 2131 1969 2105 | ACC: -7276 15968 4908 | GYRO: 1529 3496 -3726 | GDP=5333.191
FLEX: 2329 2035 2117 1920 2087 | ACC: -8324 16132 7768 | GYRO: -679 2884 -2113 | GDP=3639.130
FLEX: 2341 2081 2128 1904 2064 | ACC: -10644 15664 9604 | GYRO: -668 -359 -1580 | GDP=1752.571
FLEX: 2343 2037 2135 1843 2079 | ACC: -9408 14164 7400 | GYRO: -1823 -4441 123 | GDP=4802.180
FLEX: 2326 2015 2161 1964 2108 | ACC: -5396 12636 5248 | GYRO: -4667 -7875 -84 | GDP=9154.429
FLEX: 2352 2044 2129 1913 2084 | ACC: -3552 11140 6028 | GYRO: -7556 -7047 -2322 | GDP=10589.854
FLEX: 2380 2079 2145 1927 2094 | ACC: -5568 10020 9480 | GYRO: -10346 -6543 -3547 | GDP=12744.872
FLEX: 2375 2039 2101 1936 2112 | ACC: -6632 9804 12028 | GYRO: -8148 -6014 -3097 | GDP=10590.066
FLEX: 2334 2043 2096 1910 2077 | ACC: -7760 9292 12688 | GYRO: -5199 -2194 -1879 | GDP=5947.594
FLEX: 2347 2043 2126 1924 2080 | ACC: -8284 9172 12984 | GYRO: -2131 -1632 -736 | GDP=2783.214
FLEX: 2339 2059 2178 1975 2131 | ACC: -7112 9280 12096 | GYRO: -771 -1087 -63 | GDP=1334.159
FLEX: 2338 2019 2151 1931 2105 | ACC: -7032 9012 12516 | GYRO: 924 642 790 | GDP=1374.787
FLEX: 2327 2005 2143 1970 2107 | ACC: -6568 9124 11800 | GYRO: 3161 3184 1727 | GDP=4807.526
FLEX: 2323 2011 2118 1946 2128 | ACC: -7328 10172 11264 | GYRO: 5845 10815 3822 | GDP=12873.847
FLEX: 2362 2017 2140 1924 2103 | ACC: -9280 10880 12116 | GYRO: 7371 14196 5376 | GDP=16874.816
FLEX: 2365 2022 2134 1961 2070 | ACC: -8752 11456 10368 | GYRO: 7364 9885 7943 | GDP=14664.003
FLEX: 2362 1997 2153 1958 2078 | ACC: -6992 12276 7784 | GYRO: 8255 11188 7989 | GDP=16035.601
FLEX: 2372 2000 2187 1899 2066 | ACC: -6276 12476 5896 | GYRO: 6539 11729 8364 | GDP=15820.381
FLEX: 2373 2000 2128 1934 2066 | ACC: -5628 12100 6472 | GYRO: 4818 9192 7924 | GDP=13057.402
FLEX: 2379 2041 2150 1888 2075 | ACC: -5208 13136 3856 | GYRO: 5205 14125 7121 | GDP=16652.816
FLEX: 2335 2027 2167 1968 2112 | ACC: -5324 14016 4328 | GYRO: 4504 8945 4378 | GDP=10930.047
FLEX: 2374 2009 2136 1877 2096 | ACC: -5252 14820 3364 | GYRO: 3992 8899 2010 | GDP=9958.332
FLEX: 2343 2029 2176 1921 2102 | ACC: -6892 16204 4444 | GYRO: 2690 2662 916 | GDP=3893.764
FLEX: 2371 1984 2128 1926 2096 | ACC: -6240 16012 2916 | GYRO: 1164 380 -351 | GDP=1273.773
FLEX: 2351 1992 2144 1936 2102 | ACC: -8428 15692 4020 | GYRO: 449 1800 854 | GDP=2042.282
FLEX: 2311 2064 2169 1880 2141 | ACC: -9208 14740 5180 | GYRO: 2170 -371 2328 | GDP=3204.079
FLEX: 2339 2006 2192 1982 2085 | ACC: -9304 13884 4356 | GYRO: 4955 3634 5447 | GDP=8211.442
FLEX: 2367 2055 2167 1950 2107 | ACC: -9876 14780 1128 | GYRO: 7526 -4474 8914 | GDP=12494.669
FLEX: 2395 2032 2167 1950 2103 | ACC: -4820 15180 -1992 | GYRO: 6769 -1585 10560 | GDP=12642.989
FLEX: 2354 2028 2131 1936 2104 | ACC: -1408 16000 -2484 | GYRO: 4278 186 10668 | GDP=11495.308
FLEX: 2374 2018 2159 1970 2081 | ACC: 264 16216 -1068 | GYRO: 1089 255 9068 | GDP=9136.716
FLEX: 2368 2020 2129 1921 2090 | ACC: 1712 15840 -612 | GYRO: 722 383 6772 | GDP=6821.140
FLEX: 2382 2004 2142 1946 2122 | ACC: 1768 15700 72 | GYRO: 47 117 3997 | GDP=3998.988
FLEX: 2379 2006 2133 1915 2087 | ACC: 1208 15204 580 | GYRO: 1153 757 2046 | GDP=2467.504
FLEX: 2366 2022 2159 1970 2099 | ACC: 2064 15236 84 | GYRO: 468 -1697 649 | GDP=1876.175
FLEX: 2317 2071 2154 1919 2077 | ACC: 1860 15436 1384 | GYRO: 1410 -6 -1099 | GDP=1787.718
FLEX: 2318 2000 2167 1920 2092 | ACC: 1600 15772 112 | GYRO: 3489 1746 -2554 | GDP=4663.105
FLEX: 2338 2017 2151 1910 2085 | ACC: -3156 17280 -2652 | GYRO: 3822 7039 -1467 | GDP=8142.929
FLEX: 2325 2047 2165 1943 2094 | ACC: -2368 17436 -4100 | GYRO: -1002 7278 2997 | GDP=7934.438
FLEX: 2348 2053 2170 1922 2118 | ACC: -1220 16016 404 | GYRO: -3795 3508 3328 | GDP=6146.842
FLEX: 2347 2023 2144 1949 2100 | ACC: 1192 16268 664 | GYRO: -2828 -150 2619 | GDP=3857.363
FLEX: 2368 2064 2159 1934 2111 | ACC: 372 15628 2708 | GYRO: -838 3239 1879 | GDP=3837.187
FLEX: 2359 2043 2131 1949 2098 | ACC: 1492 15492 2716 | GYRO: -453 -1169 1242 | GDP=1764.748
FLEX: 2338 2065 2154 1923 2090 | ACC: 2792 15692 3040 | GYRO: 1155 -2596 -409 | GDP=2870.631
FLEX: 2367 2061 2144 1972 2105 | ACC: 1988 15984 2160 | GYRO: 4011 -1539 -2149 | GDP=4803.628
FLEX: 2368 2043 2123 1920 2094 | ACC: 32 17256 -268 | GYRO: 3474 -9 -772 | GDP=3558.756
FLEX: 2347 2070 2154 1935 2065 | ACC: -1184 17332 -1688 | GYRO: 2589 -2084 -2063 | GDP=3911.770
FLEX: 2337 2016 2130 1937 2117 | ACC: -1236 17292 -3008 | GYRO: 354 520 47 | GDP=630.813
FLEX: 2360 2006 2123 1956 2091 | ACC: -924 16588 -1104 | GYRO: -1183 -961 813 | GDP=1727.420
FLEX: 2353 2045 2154 1956 2102 | ACC: 264 15584 444 | GYRO: -1294 -219 1776 | GDP=2208.296
FLEX: 2361 2011 2155 1946 2090 | ACC: 776 15392 1056 | GYRO: -154 -647 1710 | GDP=1834.782
FLEX: 2352 2035 2150 1943 2090 | ACC: 1712 15716 780 | GYRO: 995 -752 626 | GDP=1395.495
FLEX: 2352 2064 2158 1941 2083 | ACC: 1016 16356 1100 | GYRO: 1532 -1070 641 | GDP=1975.552
FLEX: 2359 2044 2151 1948 2099 | ACC: 1400 16656 352 | GYRO: 1798 -1034 304 | GDP=2096.277
FLEX: 2347 2055 2141 1936 2064 | ACC: 1972 16904 -968 | GYRO: 1308 -757 -12 | GDP=1511.310
FLEX: 2359 2067 2145 1918 2101 | ACC: 484 16560 -72 | GYRO: 837 -712 -266 | GDP=1130.606
FLEX: 2368 2055 2134 1943 2071 | ACC: 1176 15348 320 | GYRO: 541 -955 -454 | GDP=1187.780
FLEX: 2352 2061 2128 1943 2122 | ACC: 1244 15280 436 | GYRO: 1091 -927 -1686 | GDP=2211.833
FLEX: 2352 2045 2150 1934 2092 | ACC: 88 16036 -240 | GYRO: 1568 -688 -2394 | GDP=2943.332
FLEX: 2353 2025 2155 1925 2111 | ACC: -480 16832 328 | GYRO: 1878 -2073 -1401 | GDP=3128.420
FLEX: 2381 2033 2138 1919 2094 | ACC: -380 17032 940 | GYRO: 1582 -1986 -558 | GDP=2599.670
FLEX: 2367 2028 2148 1950 2093 | ACC: 2088 16268 1320 | GYRO: 1963 -2716 -208 | GDP=3357.572
FLEX: 2347 2032 2121 1938 2091 | ACC: 5308 15240 1320 | GYRO: 3175 -1996 -2376 | GDP=4439.596
FLEX: 2353 2064 2142 1941 2108 | ACC: 1248 15148 -2008 | GYRO: 6729 1272 -6020 | GDP=9117.994
FLEX: 2343 2032 2112 1945 2096 | ACC: -2972 16288 -6012 | GYRO: 4588 4112 -4397 | GDP=7569.141
FLEX: 2362 2033 2158 1926 2087 | ACC: -3660 16648 -4568 | GYRO: 1224 1633 -1548 | GDP=2561.478
FLEX: 2366 2007 2162 1945 2086 | ACC: -2480 16800 -3296 | GYRO: -68 433 304 | GDP=533.413
FLEX: 2355 2057 2121 1967 2099 | ACC: -1304 16384 -2252 | GYRO: 1251 1490 379 | GDP=1982.105
FLEX: 2329 2016 2155 1927 2096 | ACC: -1456 16356 -1912 | GYRO: 1537 1435 199 | GDP=2112.154
FLEX: 2367 2037 2160 1922 2063 | ACC: -1468 16284 -2492 | GYRO: 1302 541 7 | GDP=1409.941
FLEX: 2366 2045 2173 1943 2096 | ACC: -1584 16232 -3152 | GYRO: 1116 211 -68 | GDP=1137.805
FLEX: 2368 2030 2143 1958 2096 | ACC: -1404 16196 -2984 | GYRO: 1163 -470 -210 | GDP=1271.837
FLEX: 2353 2042 2126 1968 2089 | ACC: -944 16380 -4000 | GYRO: 1091 -31 -327 | GDP=1139.373
