# label=G
# timestamp=1765791322.8030176
# format: FLEX: f1 f2 f3 f4 f5 | ACC: ax ay az | GYRO: gx gy gz | GDP=val
FLEX: 1818 2505 2785 2859 2864 | ACC: 628 13404 9416 | GYRO: 1605 -817 495 | GDP=1867.763
FLEX: 1955 2532 2751 2930 2896 | ACC: 1264 13372 8656 | GYRO: 2820 -1419 77 | GDP=3157.830
FLEX: 1829 2493 2847 2889 2865 | ACC: 2444 13380 7664 | GYRO: 680 -348 -1292 | GDP=1500.922
FLEX: 1839 2507 2752 2862 2903 | ACC: 344 13880 9728 | GYRO: 488 257 -1975 | GDP=2050.565
FLEX: 1907 2446 2751 2844 2843 | ACC: -356 14332 10072 | GYRO: 522 493 -1669 | GDP=1816.891
FLEX: 1883 2507 2730 3054 2858 | ACC: -1096 14568 9672 | GYRO: 842 869 -1248 | GDP=1738.283
FLEX: 1943 2510 2766 2863 2928 | ACC: -936 14196 9472 | GYRO: 1030 67 -7 | GDP=1032.201
FLEX: 1904 2478 2717 2949 2834 | ACC: -68 14300 8612 | GYRO: 1228 362 474 | GDP=1365.175
FLEX: 1824 2454 2942 2827 2742 | ACC: -380 13384 9184 | GYRO: 945 -316 991 | GDP=1405.333
FLEX: 1805 2529 2684 2847 2752 | ACC: 492 14348 8832 | GYRO: 1319 -965 1129 | GDP=1986.360
FLEX: 2096 2484 2674 2887 2871 | ACC: -40 13732 9728 | GYRO: 1798 -257 636 | GDP=1924.409
FLEX: 2150 2402 2691 2877 2885 | ACC: 780 14904 7876 | GYRO: 2035 683 326 | GDP=2171.173
FLEX: 2158 2459 2786 2901 2883 | ACC: -2040 14496 9756 | GYRO: 1421 -979 1795 | GDP=2489.921
FLEX: 1793 2499 2683 2871 2915 | ACC: 664 14300 8200 | GYRO: 1869 -1081 2135 | GDP=3036.437
FLEX: 2113 2522 2775 2919 2813 | ACC: 92 13648 9016 | GYRO: 3488 -20 975 | GDP=3621.763
FLEX: 1777 2453 2694 2887 2853 | ACC: 448 14500 7988 | GYRO: 3973 348 491 | GDP=4018.322
FLEX: 2032 2493 2785 2866 2892 | ACC: 1064 14316 7336 | GYRO: 4253 440 -274 | GDP=4284.470
FLEX: 1856 2495 2680 2857 2822 | ACC: 640 14484 7688 | GYRO: 2164 -1158 954 | GDP=2633.244
FLEX: 1921 2461 2779 2928 2752 | ACC: 2916 12692 7212 | GYRO: 2411 245 -18 | GDP=2423.483
FLEX: 1933 2488 2659 2863 2863 | ACC: 2060 10908 7492 | GYRO: 1641 -19 -1278 | GDP=2080.030
FLEX: 1585 2471 2713 2870 2885 | ACC: 2568 14588 4136 | GYRO: 557 230 -1530 | GDP=1644.399
FLEX: 1719 2496 2622 2866 2837 | ACC: 4076 15904 6108 | GYRO: -3298 -2948 147 | GDP=4425.959
FLEX: 1757 2471 2738 2874 2832 | ACC: 2444 16008 8064 | GYRO: -532 2126 -4925 | GDP=5390.596
FLEX: 1772 2454 2691 2893 2827 | ACC: -3684 17440 9040 | GYRO: 29 1737 -3376 | GDP=3796.760
FLEX: 1719 2481 2747 2881 2853 | ACC: -1604 15540 8756 | GYRO: 300 -553 544 | GDP=831.712
FLEX: 1859 2471 2682 2896 2829 | ACC: -724 15068 7984 | GYRO: 761 307 1076 | GDP=1353.198
FLEX: 1616 2460 2740 2874 2833 | ACC: 1196 14336 7148 | GYRO: 542 436 1075 | GDP=1280.424
FLEX: 1775 2470 2659 2864 2805 | ACC: 332 14320 8064 | GYRO: 676 392 422 | GDP=888.101
FLEX: 1721 2496 2736 2832 2804 | ACC: 476 14660 8316 | GYRO: 825 359 398 | GDP=983.824
FLEX: 1818 2481 2655 2858 2846 | ACC: 184 14960 8412 | GYRO: 1550 324 -228 | GDP=1599.831
FLEX: 1774 2458 2733 2880 2827 | ACC: 96 15028 8088 | GYRO: 1993 1135 -643 | GDP=2381.958
FLEX: 1763 2464 2663 2864 2843 | ACC: -1752 15788 7696 | GYRO: 3257 2757 -1824 | GDP=4640.698
FLEX: 1810 2485 2761 2876 2811 | ACC: -1964 15180 7292 | GYRO: 2309 684 581 | GDP=2477.276
FLEX: 1770 2466 2657 2887 2832 | ACC: -732 14728 5552 | GYRO: 2500 1553 837 | GDP=3059.800
FLEX: 1803 2490 2766 2863 2839 | ACC: -940 14504 5924 | GYRO: 552 -223 2666 | GDP=2731.664
FLEX: 1746 2487 2638 2903 2829 | ACC: 1116 14268 6208 | GYRO: 207 210 2440 | GDP=2457.753
FLEX: 1734 2486 2746 2902 2833 | ACC: 1076 14228 6508 | GYRO: -272 -269 2195 | GDP=2228.087
FLEX: 1654 2480 2634 2864 2839 | ACC: 1908 14224 6000 | GYRO: 6 582 913 | GDP=1082.741
FLEX: 1728 2465 2752 2864 2850 | ACC: 1328 14796 6940 | GYRO: -719 887 251 | GDP=1169.073
FLEX: 1847 2462 2665 2852 2832 | ACC: 996 15592 7408 | GYRO: -1062 371 507 | GDP=1233.910
FLEX: 1790 2477 2749 2848 2864 | ACC: 808 15220 8684 | GYRO: -73 201 463 | GDP=509.999
FLEX: 1838 2466 2659 2868 2814 | ACC: 628 15304 7976 | GYRO: 570 583 234 | GDP=848.260
FLEX: 1866 2449 2763 2832 2800 | ACC: 996 14528 7780 | GYRO: 802 -32 426 | GDP=908.683
FLEX: 1840 2463 2626 2864 2847 | ACC: 708 14664 7216 | GYRO: 603 618 -74 | GDP=866.608
FLEX: 1904 2425 2754 2863 2861 | ACC: 1076 14528 7736 | GYRO: 303 -397 346 | GDP=607.564
FLEX: 1853 2470 2674 2858 2822 | ACC: 944 14800 7652 | GYRO: 560 277 -198 | GDP=655.388
FLEX: 1911 2511 2754 2873 2845 | ACC: 848 14756 8220 | GYRO: 770 -293 -176 | GDP=842.452
FLEX: 1904 2460 2667 2864 2847 | ACC: 624 14908 7728 | GYRO: 1303 376 -563 | GDP=1468.385
FLEX: 1802 2481 2717 2866 2860 | ACC: 672 14840 7576 | GYRO: 1103 0 -346 | GDP=1155.995
FLEX: 1873 2477 2690 2827 2800 | ACC: 852 15132 7360 | GYRO: 1725 71 -447 | GDP=1783.389
FLEX: 1858 2509 2718 2879 2850 | ACC: 952 14856 7600 | GYRO: 1201 -656 -237 | GDP=1388.851
FLEX: 1822 2514 2639 2838 2817 | ACC: 944 14848 7640 | GYRO: 1844 -514 -570 | GDP=1997.356
FLEX: 1813 2499 2737 2887 2830 | ACC: 600 14516 7364 | GYRO: 1848 -320 -787 | GDP=2033.930
FLEX: 1846 2480 2642 2851 2835 | ACC: 436 14700 6792 | GYRO: 2009 -852 -708 | GDP=2294.177
FLEX: 1872 2482 2704 2864 2775 | ACC: 240 14904 6848 | GYRO: 1295 -1408 -166 | GDP=1920.168
FLEX: 1821 2471 2619 2864 2842 | ACC: 1008 14984 6240 | GYRO: 1384 -1719 -583 | GDP=2282.609
FLEX: 1839 2473 2743 2858 2873 | ACC: 996 15208 6392 | GYRO: 404 -1510 -560 | GDP=1660.396
FLEX: 1794 2473 2662 2849 2818 | ACC: 1828 14376 6336 | GYRO: 454 -3407 -1109 | GDP=3611.599
FLEX: 1812 2487 2756 2895 2813 | ACC: 1440 14652 5204 | GYRO: 579 153 -3378 | GDP=3430.676
FLEX: 1811 2487 2658 2840 2816 | ACC: -2668 16224 6416 | GYRO: 189 -175 -2660 | GDP=2672.442
FLEX: 1808 2486 2783 2864 2715 | ACC: -2348 16236 6884 | GYRO: 208 -589 -753 | GDP=978.363
FLEX: 1824 2464 2669 2873 2816 | ACC: -1356 16256 6700 | GYRO: 1015 239 199 | GDP=1061.578
FLEX: 1835 2495 2791 2863 2801 | ACC: 8 15300 6636 | GYRO: 900 -639 1063 | GDP=1532.413
FLEX: 1839 2476 2661 2863 2838 | ACC: 508 14832 6448 | GYRO: 882 399 431 | GDP=1059.663
FLEX: 1821 2501 2784 2865 2828 | ACC: 352 14976 6708 | GYRO: 812 -89 279 | GDP=863.195
FLEX: 1846 2490 2685 2853 2832 | ACC: 496 15192 6852 | GYRO: 978 107 -124 | GDP=991.619
FLEX: 1863 2480 2769 2869 2834 | ACC: -552 15284 6980 | GYRO: 1384 541 -239 | GDP=1505.077
FLEX: 1813 2480 2651 2870 2803 | ACC: -272 15344 6756 | GYRO: 1288 162 251 | GDP=1322.191
FLEX: 1864 2502 2750 2886 2815 | ACC: -472 15408 6756 | GYRO: 1466 -24 733 | GDP=1639.214
FLEX: 1827 2471 2637 2853 2812 | ACC: -244 15340 6716 | GYRO: 1785 368 810 | GDP=1994.429
FLEX: 1837 2470 2751 2859 2805 | ACC: 60 15412 6472 | GYRO: 2047 343 908 | GDP=2265.463
FLEX: 1843 2507 2672 2835 2813 | ACC: 160 15580 5948 | GYRO: 1952 857 726 | GDP=2252.072
FLEX: 1862 2483 2746 2846 2832 | ACC: 220 15132 6132 | GYRO: 1972 621 1063 | GDP=2324.735
FLEX: 1840 2499 2675 2851 2832 | ACC: 692 15456 5204 | GYRO: 1668 593 1065 | GDP=2065.938
FLEX: 1869 2458 2789 2843 2822 | ACC: 1656 14716 4896 | GYRO: 1113 -507 830 | GDP=1478.079
FLEX: 1853 2483 2658 2833 2829 | ACC: 2060 15024 4308 | GYRO: -316 -210 -341 | GDP=510.134
FLEX: 1837 2465 2731 2851 2817 | ACC: 1660 14732 5268 | GYRO: -861 -907 -616 | GDP=1394.068
FLEX: 1865 2509 2672 2846 2836 | ACC: 184 15580 6484 | GYRO: -943 154 -1705 | GDP=1954.479
FLEX: 1869 2478 2746 2896 2859 | ACC: -736 15628 7168 | GYRO: -281 -491 -634 | GDP=849.705
FLEX: 1844 2478 2634 2834 2819 | ACC: -880 15884 6860 | GYRO: 627 463 -732 | GDP=1069.262
FLEX: 1874 2480 2767 2879 2837 | ACC: -372 15456 6684 | GYRO: 918 -296 405 | GDP=1046.119
FLEX: 1841 2480 2662 2891 2851 | ACC: -216 15536 6152 | GYRO: 1396 552 236 | GDP=1519.610
FLEX: 1893 2473 2716 2846 2810 | ACC: 348 15164 6220 | GYRO: 951 -269 828 | GDP=1289.320
FLEX: 1865 2475 2706 2871 2835 | ACC: 668 15248 5908 | GYRO: 1115 313 269 | GDP=1188.930
FLEX: 1884 2480 2736 2863 2830 | ACC: 604 15248 6028 | GYRO: 804 -124 238 | GDP=847.606
FLEX: 1853 2480 2653 2848 2842 | ACC: 636 15384 6052 | GYRO: 928 7 38 | GDP=928.804
FLEX: 1867 2480 2743 2864 2839 | ACC: 240 15432 6228 | GYRO: 989 -95 85 | GDP=997.182
FLEX: 1841 2421 2705 2855 2821 | ACC: 524 15500 6112 | GYRO: 1296 90 109 | GDP=1303.686
FLEX: 1866 2434 2702 2851 2840 | ACC: 340 15404 6032 | GYRO: 1248 -103 118 | GDP=1257.791
FLEX: 1863 2449 2669 2885 2823 | ACC: 396 15400 5652 | GYRO: 1190 133 69 | GDP=1199.396
FLEX: 1874 2474 2740 2887 2827 | ACC: 604 15528 5648 | GYRO: 1116 -369 105 | GDP=1180.103
FLEX: 1872 2478 2683 2863 2839 | ACC: 840 15448 5544 | GYRO: 1037 -156 -254 | GDP=1078.991
FLEX: 1901 2483 2724 2850 2825 | ACC: 780 15400 5516 | GYRO: 1002 -227 -412 | GDP=1106.922
FLEX: 1866 2476 2682 2827 2836 | ACC: 432 15124 5608 | GYRO: 547 -612 -416 | GDP=920.222
FLEX: 1905 2470 2719 2848 2826 | ACC: 600 15332 5200 | GYRO: 362 -638 -742 | GDP=1043.385
FLEX: 1859 2478 2697 2847 2855 | ACC: 860 15136 5084 | GYRO: -436 -783 -1010 | GDP=1350.291
FLEX: 1888 2476 2706 2864 2833 | ACC: 468 15244 5784 | GYRO: -686 -729 -1491 | GDP=1795.861
FLEX: 1910 2461 2702 2871 2795 | ACC: -336 15464 6636 | GYRO: -559 -626 -1319 | GDP=1563.368
FLEX: 1886 2461 2754 2880 2832 | ACC: -944 15988 6976 | GYRO: 237 32 -1446 | GDP=1465.643
FLEX: 1902 2449 2686 2859 2812 | ACC: -1308 15692 6592 | GYRO: 922 -237 -561 | GDP=1104.977
FLEX: 1917 2451 2717 2886 2833 | ACC: -904 15584 5896 | GYRO: 912 17 -68 | GDP=914.690
FLEX: 1889 2491 2690 2842 2837 | ACC: -232 15380 5452 | GYRO: 745 -27 431 | GDP=861.113
FLEX: 1872 2477 2740 2845 2795 | ACC: 64 15280 5676 | GYRO: 244 -336 616 | GDP=742.892
FLEX: 1889 2478 2689 2834 2791 | ACC: 220 15260 6072 | GYRO: 223 162 264 | GDP=381.666
FLEX: 1882 2473 2736 2859 2818 | ACC: 104 15420 6544 | GYRO: 127 -278 438 | GDP=534.095
FLEX: 1915 2455 2711 2830 2800 | ACC: 120 15348 6616 | GYRO: 693 221 72 | GDP=730.940
FLEX: 1894 2495 2762 2859 2863 | ACC: -200 15472 6304 | GYRO: 890 480 -9 | GDP=1011.227
FLEX: 1938 2475 2717 2821 2823 | ACC: -204 15468 6232 | GYRO: 968 395 323 | GDP=1094.248
FLEX: 1913 2469 2720 2880 2826 | ACC: -428 15596 6156 | GYRO: 1204 321 669 | GDP=1414.291
FLEX: 1903 2507 2667 2869 2886 | ACC: 376 15160 5928 | GYRO: 1001 -127 883 | GDP=1340.828
FLEX: 1925 2464 2719 2850 2841 | ACC: 16 15672 5836 | GYRO: 1087 1010 518 | GDP=1571.621
FLEX: 1901 2479 2670 2831 2818 | ACC: 540 15180 5928 | GYRO: 910 -88 877 | GDP=1266.875
FLEX: 1919 2474 2710 2842 2819 | ACC: 132 15512 5908 | GYRO: 1094 836 565 | GDP=1488.273
FLEX: 1908 2485 2715 2879 2795 | ACC: 140 15176 6144 | GYRO: 861 -272 957 | GDP=1315.733
FLEX: 1905 2477 2704 2847 2833 | ACC: 744 15360 5780 | GYRO: 1033 328 633 | GDP=1255.134
FLEX: 1860 2485 2723 2860 2811 | ACC: 820 15112 5624 | GYRO: 566 -90 593 | GDP=824.685
FLEX: 1855 2476 2737 2864 2845 | ACC: 976 15224 5536 | GYRO: 294 141 269 | GDP=422.703
FLEX: 1802 2485 2704 2864 2838 | ACC: 1076 15152 5808 | GYRO: -201 -312 99 | GDP=384.117
FLEX: 1886 2489 2739 2846 2874 | ACC: 1416 14928 5604 | GYRO: -614 -430 -590 | GDP=953.937
FLEX: 1831 2417 2755 2863 2816 | ACC: 1392 14904 5892 | GYRO: -1033 -273 -1374 | GDP=1740.544
FLEX: 1808 2480 2735 2811 2768 | ACC: -320 15644 7356 | GYRO: -825 -353 -987 | GDP=1333.943
FLEX: 1792 2449 2726 2884 2821 | ACC: -476 15928 7280 | GYRO: 326 130 -951 | GDP=1013.695
FLEX: 1787 2474 2647 2862 2784 | ACC: -1196 15640 6816 | GYRO: 1120 314 -43 | GDP=1163.978
FLEX: 1852 2469 2736 2859 2863 | ACC: 52 15152 6172 | GYRO: 965 -8 452 | GDP=1065.642
FLEX: 1791 2479 2647 2828 2833 | ACC: 264 15180 6024 | GYRO: 584 29 806 | GDP=995.758
FLEX: 1744 2422 2755 2807 2800 | ACC: 864 15136 5960 | GYRO: 326 -105 662 | GDP=745.349
FLEX: 1742 2414 2675 2856 2862 | ACC: 776 15200 6320 | GYRO: 53 364 190 | GDP=414.011
FLEX: 1712 2428 2710 2873 2915 | ACC: 820 15288 6704 | GYRO: -44 -210 247 | GDP=327.177
FLEX: 1715 2462 2770 2877 2862 | ACC: 520 15316 6840 | GYRO: 324 228 19 | GDP=396.637
FLEX: 1799 2446 2740 2804 2847 | ACC: 360 15256 6832 | GYRO: 720 16 -38 | GDP=721.180
FLEX: 1722 2482 2711 2768 2946 | ACC: 332 15044 6772 | GYRO: 782 156 -20 | GDP=797.659
FLEX: 1763 2457 2768 2915 2816 | ACC: 536 15228 6336 | GYRO: 726 497 72 | GDP=882.762
FLEX: 1779 2515 2672 2797 2827 | ACC: 472 15076 6432 | GYRO: 710 227 127 | GDP=756.147
FLEX: 1682 2522 2759 2900 2651 | ACC: 148 15168 6480 | GYRO: 432 521 30 | GDP=677.470
FLEX: 1747 2525 2725 2832 2849 | ACC: 296 15316 6440 | GYRO: 342 473 267 | GDP=641.858
FLEX: 1733 2512 2706 2796 2775 | ACC: 580 14912 7012 | GYRO: 419 256 232 | GDP=543.066
FLEX: 1775 2448 2635 2881 2730 | ACC: 604 15164 6828 | GYRO: 444 -174 270 | GDP=548.007
FLEX: 1740 2492 2774 2832 2835 | ACC: 580 14840 6628 | GYRO: 337 337 -212 | GDP=521.615
FLEX: 1717 2478 2687 2892 2811 | ACC: 900 15172 6204 | GYRO: 286 -474 -376 | GDP=669.214
FLEX: 1739 2487 2832 2814 2774 | ACC: 596 14892 6076 | GYRO: -1006 -962 -655 | GDP=1538.345
FLEX: 1863 2474 2720 2848 2864 | ACC: 428 15348 6920 | GYRO: -871 -976 -2 | GDP=1308.136
FLEX: 1867 2475 2774 2871 2809 | ACC: 200 15076 8024 | GYRO: -274 -564 -11 | GDP=627.131
FLEX: 1887 2475 2711 2755 2851 | ACC: 580 15264 7384 | GYRO: 849 -34 59 | GDP=851.727
FLEX: 1904 2459 2761 2892 2843 | ACC: 444 14756 7032 | GYRO: 862 -317 371 | GDP=990.542
FLEX: 1899 2470 2704 2838 2806 | ACC: 768 15140 6560 | GYRO: 677 -75 80 | GDP=685.824
FLEX: 1904 2466 2736 2859 2833 | ACC: 868 14620 7044 | GYRO: 452 -120 -77 | GDP=473.955
FLEX: 1890 2463 2685 2871 2832 | ACC: 588 15288 7264 | GYRO: 713 71 -178 | GDP=738.305
FLEX: 1921 2482 2751 2867 2819 | ACC: 560 14696 7320 | GYRO: 476 -158 -29 | GDP=502.375
FLEX: 1895 2467 2688 2848 2813 | ACC: 528 14996 7152 | GYRO: 1035 -37 -35 | GDP=1036.252
FLEX: 1918 2416 2751 2845 2835 | ACC: 536 14832 7100 | GYRO: 604 -123 124 | GDP=628.746
FLEX: 1899 2475 2693 2858 2812 | ACC: 852 14976 6900 | GYRO: 1055 -125 -42 | GDP=1063.209
FLEX: 1908 2486 2755 2863 2813 | ACC: 600 14980 7212 | GYRO: 572 74 21 | GDP=577.149
FLEX: 1909 2470 2656 2865 2802 | ACC: 740 15056 6700 | GYRO: 698 215 -134 | GDP=742.553
FLEX: 1908 2480 2735 2832 2826 | ACC: 576 14980 6892 | GYRO: 510 14 67 | GDP=514.573
FLEX: 1904 2482 2659 2849 2832 | ACC: 308 14924 7064 | GYRO: 422 89 146 | GDP=455.325
FLEX: 1906 2491 2739 2869 2832 | ACC: 384 14840 7120 | GYRO: 222 -15 257 | GDP=339.938
FLEX: 1898 2480 2671 2858 2844 | ACC: 516 14860 7144 | GYRO: 143 18 317 | GDP=348.227
FLEX: 1840 2478 2735 2855 2929 | ACC: 608 15076 7028 | GYRO: 412 -13 171 | GDP=446.267
FLEX: 1875 2431 2653 2896 2798 | ACC: 1060 14736 7296 | GYRO: 267 502 155 | GDP=589.337
FLEX: 1903 2481 2753 2857 2827 | ACC: 640 14792 7272 | GYRO: 462 134 -90 | GDP=489.387
FLEX: 1926 2492 2669 2815 2834 | ACC: 592 14872 7208 | GYRO: 503 -181 -28 | GDP=535.307
FLEX: 1932 2477 2735 2867 2836 | ACC: 476 14876 7432 | GYRO: 839 671 -45 | GDP=1075.261
FLEX: 1883 2458 2673 2867 2839 | ACC: 520 15036 7052 | GYRO: 514 -249 101 | GDP=579.998
FLEX: 1922 2477 2687 2831 2813 | ACC: 672 14916 7128 | GYRO: 696 197 3 | GDP=723.349
FLEX: 1923 2481 2647 2862 2758 | ACC: 856 14812 7448 | GYRO: 385 -176 156 | GDP=451.151
FLEX: 1904 2433 2796 2861 2823 | ACC: 800 14968 7356 | GYRO: 590 -45 54 | GDP=594.173
FLEX: 1919 2464 2688 2830 2855 | ACC: 656 14824 7308 | GYRO: 811 -67 -78 | GDP=817.492
FLEX: 1833 2448 2775 2842 2795 | ACC: 608 14840 7016 | GYRO: 688 36 -200 | GDP=717.384
FLEX: 1828 2447 2653 2842 2786 | ACC: 540 15060 7112 | GYRO: 383 -14 65 | GDP=388.729
FLEX: 1840 2466 2769 2838 2823 | ACC: 428 14956 7300 | GYRO: 567 -72 175 | GDP=597.744
FLEX: 1819 2471 2672 2832 2775 | ACC: 956 14736 7332 | GYRO: 742 377 40 | GDP=833.242
FLEX: 1805 2487 2744 2851 2763 | ACC: 768 14940 7300 | GYRO: 582 -262 76 | GDP=642.763
FLEX: 1792 2479 2662 2834 2800 | ACC: 628 14876 7384 | GYRO: 773 279 -52 | GDP=823.453
FLEX: 1833 2486 2798 2853 2843 | ACC: 720 14940 7240 | GYRO: 752 -200 14 | GDP=778.267
FLEX: 1790 2484 2702 2814 2838 | ACC: 612 14892 7324 | GYRO: 995 216 -1 | GDP=1018.176
FLEX: 1811 2477 2725 2903 2846 | ACC: 488 14936 7164 | GYRO: 784 -225 31 | GDP=816.237
FLEX: 1805 2449 2666 2845 2807 | ACC: 1016 14748 7056 | GYRO: 731 -13 60 | GDP=733.573
FLEX: 1802 2462 2739 2869 2811 | ACC: 664 14856 7124 | GYRO: 710 120 -25 | GDP=720.503
FLEX: 1781 2473 2656 2861 2839 | ACC: 744 14996 7204 | GYRO: 526 -246 -138 | GDP=596.855
FLEX: 1819 2466 2773 2864 2783 | ACC: 700 14824 7088 | GYRO: 517 42 -93 | GDP=526.974
FLEX: 1823 2480 2698 2805 2811 | ACC: 504 14960 7312 | GYRO: 431 30 -231 | GDP=489.920
FLEX: 1806 2423 2753 2841 2800 | ACC: 800 14672 7188 | GYRO: 348 -235 -260 | GDP=493.892
FLEX: 1803 2437 2643 2833 2831 | ACC: 692 14864 7440 | GYRO: 394 25 -412 | GDP=570.618
FLEX: 1809 2475 2797 2851 2796 | ACC: -80 15212 7952 | GYRO: 961 1263 -628 | GDP=1706.773
FLEX: 1826 2471 2679 2882 2828 | ACC: -288 15176 7636 | GYRO: 1562 1139 -118 | GDP=1936.773
FLEX: 1856 2464 2738 2825 2822 | ACC: 408 14852 6932 | GYRO: 1376 210 639 | GDP=1531.599
FLEX: 1877 2465 2672 2839 2825 | ACC: 724 14796 6644 | GYRO: 947 -79 557 | GDP=1101.499
FLEX: 1857 2458 2751 2851 2850 | ACC: 1456 14732 6644 | GYRO: 412 -419 438 | GDP=732.904
FLEX: 1851 2468 2689 2896 2857 | ACC: 752 14904 7124 | GYRO: 469 -89 -219 | GDP=525.208
FLEX: 1862 2497 2741 2845 2796 | ACC: 1128 14784 7028 | GYRO: 363 -919 -230 | GDP=1014.510
FLEX: 1871 2475 2670 2847 2800 | ACC: 768 14852 7000 | GYRO: 390 44 -907 | GDP=988.274
FLEX: 1859 2459 2752 2860 2838 | ACC: 384 14904 7424 | GYRO: 252 221 -1111 | GDP=1160.459
FLEX: 1865 2480 2686 2822 2817 | ACC: -916 15656 8080 | GYRO: 1547 1964 -1301 | GDP=2818.352
FLEX: 1877 2491 2752 2843 2831 | ACC: -984 15216 7412 | GYRO: 1895 776 -285 | GDP=2067.469
FLEX: 1872 2474 2690 2800 2819 | ACC: -100 15048 6364 | GYRO: 1496 648 563 | GDP=1724.787
FLEX: 1866 2471 2749 2850 2845 | ACC: 672 14768 6136 | GYRO: 493 -384 923 | GDP=1114.645
FLEX: 1850 2480 2681 2815 2827 | ACC: 1128 14764 6448 | GYRO: -16 -346 484 | GDP=595.171
FLEX: 1888 2482 2730 2874 2833 | ACC: 872 14888 6948 | GYRO: -275 -624 -67 | GDP=685.193
FLEX: 1856 2471 2691 2859 2806 | ACC: 480 15096 7456 | GYRO: 140 84 -624 | GDP=645.005
